postcode,lsoa,easting,northing,children,hh_with_ch,hh_total,idaci_decile,idaci_score,catchment_2026
BN1 1AB,E01016952,530981,104247,0,0,241,5,0.134,VarndeanStringer
BN1 1AD,E01016952,530956,104106,1,1,191,5,0.134,VarndeanStringer
BN1 1AE,E01016952,530988,104072,0,1,241,5,0.134,VarndeanStringer
BN1 1AF,E01016952,530996,104202,1,1,241,5,0.134,VarndeanStringer
BN1 1AG,E01016952,530905,104241,1,1,241,5,0.134,VarndeanStringer
BN1 1AH,E01016952,530904,104221,0,0,61,5,0.134,VarndeanStringer
BN1 1AJ,E01016952,530931,104078,1,1,191,5,0.134,VarndeanStringer
BN1 1AL,E01016952,530901,104068,3,3,191,5,0.134,VarndeanStringer
BN1 1AN,E01016952,530863,104147,1,0,191,5,0.134,VarndeanStringer
BN1 1AP,E01016952,530852,104004,0,0,191,5,0.134,VarndeanStringer
BN1 1BG,E01016952,530959,104175,2,1,61,5,0.134,VarndeanStringer
BN1 1BP,E01016952,531235,104062,1,1,241,5,0.134,VarndeanStringer
BN1 1EA,E01016969,531146,104215,1,1,184,1,0.798,VarndeanStringer
BN1 1EB,E01016952,531102,104194,3,1,241,5,0.134,VarndeanStringer
BN1 1ED,E01016969,531159,104225,1,0,184,1,0.798,VarndeanStringer
BN1 1EF,E01016969,531266,104109,0,0,185,1,0.798,VarndeanStringer
BN1 1EG,E01016952,531241,104076,0,0,241,5,0.134,VarndeanStringer
BN1 1EH,E01016969,531282,104106,0,0,185,1,0.798,VarndeanStringer
BN1 1EJ,E01016941,531376,104097,1,0,183,1,0.345,Longhill
BN1 1EL,E01016941,531370,103984,3,2,234,1,0.345,Longhill
BN1 1EN,E01016941,531364,104038,0,0,234,1,0.345,Longhill
BN1 1EZ,E01016969,531103,104239,0,0,184,1,0.798,VarndeanStringer
BN1 1FT,E01016952,531230,104048,1,1,241,5,0.134,VarndeanStringer
BN1 1GE,E01016969,531183,104478,1,1,185,1,0.798,VarndeanStringer
BN1 1GS,E01016952,531101,104163,1,0,241,5,0.134,VarndeanStringer
BN1 1GX,E01016969,531209,104402,2,1,185,1,0.798,VarndeanStringer
BN1 1HA,E01016952,531019,104162,0,0,241,5,0.134,VarndeanStringer
BN1 1HB,E01016952,531056,104160,1,1,241,5,0.134,VarndeanStringer
BN1 1HD,E01016952,531084,104157,1,0,241,5,0.134,VarndeanStringer
BN1 1HE,E01016952,531024,104071,0,0,241,5,0.134,VarndeanStringer
BN1 1HF,E01016952,531050,104062,0,0,241,5,0.134,VarndeanStringer
BN1 1HG,E01016952,531133,104033,1,1,241,5,0.134,VarndeanStringer
BN1 1HH,E01016952,531128,104084,4,2,241,5,0.134,VarndeanStringer
BN1 1HJ,E01016952,531122,104109,1,1,241,5,0.134,VarndeanStringer
BN1 1HL,E01016952,531161,104086,2,1,241,5,0.134,VarndeanStringer
BN1 1HN,E01016952,531190,104049,0,0,241,5,0.134,VarndeanStringer
BN1 1HP,E01016952,531158,103954,1,1,241,5,0.134,VarndeanStringer
BN1 1HQ,E01016952,531178,103967,3,2,241,5,0.134,VarndeanStringer
BN1 1JG,E01016952,530923,104061,0,0,191,5,0.134,VarndeanStringer
BN1 1JS,E01016952,531115,103951,1,1,241,5,0.134,VarndeanStringer
BN1 1NA,E01016952,530884,103974,4,2,191,5,0.134,VarndeanStringer
BN1 1ND,E01016952,531014,104041,1,0,241,5,0.134,VarndeanStringer
BN1 1NE,E01016952,531143,103928,0,0,241,5,0.134,VarndeanStringer
BN1 1NF,E01016952,531195,103886,2,1,241,5,0.134,VarndeanStringer
BN1 1NH,E01016952,531245,103954,2,2,241,5,0.134,VarndeanStringer
BN1 1NJ,E01016952,531207,103941,1,0,241,5,0.134,VarndeanStringer
BN1 1NN,E01016952,531207,103953,0,0,241,5,0.134,VarndeanStringer
BN1 1RB,E01016969,531016,104429,0,0,184,1,0.798,VarndeanStringer
BN1 1RD,E01016969,531102,104327,1,0,184,1,0.798,VarndeanStringer
BN1 1RF,E01016969,531038,104423,0,0,184,1,0.798,VarndeanStringer
BN1 1RH,E01016952,530926,104272,1,0,241,5,0.134,VarndeanStringer
BN1 1RJ,E01016969,530929,104422,2,2,177,1,0.798,VarndeanStringer
BN1 1RL,E01016969,530940,104475,1,1,177,1,0.798,VarndeanStringer
BN1 1RN,E01016969,530987,104386,4,3,177,1,0.798,VarndeanStringer
BN1 1RQ,E01016969,530956,104356,2,1,177,1,0.798,VarndeanStringer
BN1 1RR,E01016952,530866,104294,0,0,241,5,0.134,VarndeanStringer
BN1 1RS,E01016969,530905,104392,5,4,177,1,0.798,VarndeanStringer
BN1 1RT,E01016969,531081,104349,0,0,184,1,0.798,VarndeanStringer
BN1 1TT,E01016969,531091,104536,1,1,184,1,0.798,VarndeanStringer
BN1 1TY,E01016969,531088,104441,0,0,184,1,0.798,VarndeanStringer
BN1 1TZ,E01016969,531053,104542,1,1,184,1,0.798,VarndeanStringer
BN1 1UA,E01033328,531334,104548,2,1,203,5,0.148,VarndeanStringer
BN1 1UB,E01016969,531308,104441,6,3,185,1,0.798,VarndeanStringer
BN1 1UD,E01016969,531218,104378,0,0,185,1,0.798,VarndeanStringer
BN1 1UF,E01016969,531134,104312,0,0,184,1,0.798,VarndeanStringer
BN1 1UG,E01016969,531169,104335,0,0,185,1,0.798,VarndeanStringer
BN1 1UJ,E01016969,531099,104421,0,0,184,1,0.798,VarndeanStringer
BN1 1UL,E01016969,531154,104447,2,1,185,1,0.798,VarndeanStringer
BN1 1UN,E01016969,531147,104470,2,2,185,1,0.798,VarndeanStringer
BN1 1UP,E01016969,531124,104478,1,1,185,1,0.798,VarndeanStringer
BN1 1UQ,E01016969,531115,104486,3,1,185,1,0.798,VarndeanStringer
BN1 1UR,E01016969,531102,104489,2,1,184,1,0.798,VarndeanStringer
BN1 1US,E01016969,531085,104402,0,0,184,1,0.798,VarndeanStringer
BN1 1UU,E01016969,531188,104517,7,4,185,1,0.798,VarndeanStringer
BN1 1UW,E01016969,531074,104407,1,0,184,1,0.798,VarndeanStringer
BN1 1WR,E01016969,531280,104511,1,1,185,1,0.798,VarndeanStringer
BN1 1XF,E01016969,531261,104510,3,2,185,1,0.798,VarndeanStringer
BN1 1YA,E01016969,531246,104523,4,3,185,1,0.798,VarndeanStringer
BN1 1YB,E01016969,531095,104553,3,1,149,1,0.798,VarndeanStringer
BN1 1YD,E01016969,531060,104582,4,3,149,1,0.798,VarndeanStringer
BN1 1YE,E01033328,531254,104546,1,1,203,5,0.148,VarndeanStringer
BN1 1YF,E01016969,531272,104484,5,2,185,1,0.798,VarndeanStringer
BN1 1YW,E01033328,531319,104541,0,0,203,5,0.148,VarndeanStringer
BN1 2AA,E01016953,530127,104440,3,2,154,5,0.127,HoveBlatchington
BN1 2AB,E01016850,530031,104488,2,1,139,7,0.076,HoveBlatchington
BN1 2AD,E01016953,530159,104470,4,2,154,5,0.127,HoveBlatchington
BN1 2AJ,E01016955,530382,104446,5,4,136,5,0.137,HoveBlatchington
BN1 2AU,E01016952,530451,104281,7,7,172,5,0.134,HoveBlatchington
BN1 2BN,E01016850,529948,104340,4,3,122,7,0.076,HoveBlatchington
BN1 2DA,E01016955,530377,104427,2,1,136,5,0.137,HoveBlatchington
BN1 2EB,E01016952,530583,104335,2,1,160,5,0.134,HoveBlatchington
BN1 2ED,E01016952,530583,104306,13,10,160,5,0.134,HoveBlatchington
BN1 2EE,E01016952,530531,104264,10,7,160,5,0.134,HoveBlatchington
BN1 2EF,E01016952,530520,104223,5,3,77,5,0.134,HoveBlatchington
BN1 2EG,E01016952,530502,104326,2,1,172,5,0.134,HoveBlatchington
BN1 2EW,E01016952,530617,104211,2,1,77,5,0.134,HoveBlatchington
BN1 2EX,E01016952,530617,104211,0,0,77,5,0.134,HoveBlatchington
BN1 2FA,E01016955,530447,104101,3,2,115,5,0.137,HoveBlatchington
BN1 2FB,E01016952,530558,104196,2,2,77,5,0.134,HoveBlatchington
BN1 2FD,E01016952,530525,104205,2,1,77,5,0.134,HoveBlatchington
BN1 2FE,E01016955,530428,104171,2,1,167,5,0.137,HoveBlatchington
BN1 2FF,E01016955,530430,104192,7,3,167,5,0.137,HoveBlatchington
BN1 2FG,E01016955,530330,104195,5,3,167,5,0.137,HoveBlatchington
BN1 2FH,E01016955,530359,104276,4,3,107,5,0.137,HoveBlatchington
BN1 2FJ,E01016955,530453,104251,8,5,107,5,0.137,HoveBlatchington
BN1 2FQ,E01016955,530486,104148,4,2,115,5,0.137,HoveBlatchington
BN1 2FR,E01016955,530486,104148,3,2,115,5,0.137,HoveBlatchington
BN1 2FU,E01016955,530492,104093,0,0,115,5,0.137,HoveBlatchington
BN1 2GN,E01016955,530332,104201,1,1,157,5,0.137,HoveBlatchington
BN1 2HA,E01016955,530424,104377,2,1,136,5,0.137,HoveBlatchington
BN1 2HB,E01016955,530417,104361,5,3,136,5,0.137,HoveBlatchington
BN1 2HD,E01016952,530419,104330,14,9,172,5,0.134,HoveBlatchington
BN1 2HE,E01016955,530359,104349,3,2,157,5,0.137,HoveBlatchington
BN1 2HF,E01016952,530369,104306,1,1,172,5,0.134,HoveBlatchington
BN1 2HG,E01016955,530315,104205,1,1,157,5,0.137,HoveBlatchington
BN1 2HH,E01016955,530311,104134,1,1,167,5,0.137,HoveBlatchington
BN1 2HJ,E01016955,530305,104135,2,2,167,5,0.137,HoveBlatchington
BN1 2HL,E01016955,530305,104135,2,2,167,5,0.137,HoveBlatchington
BN1 2HN,E01016955,530295,104228,2,2,157,5,0.137,HoveBlatchington
BN1 2HP,E01016955,530328,104339,1,1,157,5,0.137,HoveBlatchington
BN1 2HQ,E01016955,530306,104266,8,6,157,5,0.137,HoveBlatchington
BN1 2HR,E01016955,530206,104186,0,0,108,5,0.137,HoveBlatchington
BN1 2HS,E01016955,530244,104216,2,2,108,5,0.137,HoveBlatchington
BN1 2HW,E01016955,530489,104286,1,1,107,5,0.137,HoveBlatchington
BN1 2HZ,E01016955,530491,104281,1,1,107,5,0.137,HoveBlatchington
BN1 2JG,E01016955,530257,104188,1,1,108,5,0.137,HoveBlatchington
BN1 2JH,E01016954,530178,104161,5,3,142,7,0.089,HoveBlatchington
BN1 2LA,E01016955,530308,104452,4,3,136,5,0.137,HoveBlatchington
BN1 2LD,E01016954,530232,104395,1,1,239,7,0.089,HoveBlatchington
BN1 2LE,E01016954,530265,104319,9,5,122,7,0.089,HoveBlatchington
BN1 2LF,E01016955,530295,104314,10,7,157,5,0.137,HoveBlatchington
BN1 2LG,E01016955,530250,104245,3,2,147,5,0.137,HoveBlatchington
BN1 2LH,E01016954,530211,104312,5,5,122,7,0.089,HoveBlatchington
BN1 2LJ,E01016955,530176,104227,5,4,147,5,0.137,HoveBlatchington
BN1 2LL,E01016954,530147,104242,7,6,239,7,0.089,HoveBlatchington
BN1 2LP,E01016954,530119,104189,1,1,142,7,0.089,HoveBlatchington
BN1 2LQ,E01016954,530147,104339,13,13,239,7,0.089,HoveBlatchington
BN1 2LR,E01016955,530285,104404,3,1,136,5,0.137,HoveBlatchington
BN1 2LS,E01016954,530162,104389,2,1,179,7,0.089,HoveBlatchington
BN1 2LY,E01016954,530223,104408,2,1,239,7,0.089,HoveBlatchington
BN1 2ND,E01016954,530164,104305,3,2,94,7,0.089,HoveBlatchington
BN1 2NE,E01016954,530164,104305,3,2,94,7,0.089,HoveBlatchington
BN1 2NF,E01016954,530164,104305,2,2,94,7,0.089,HoveBlatchington
BN1 2NL,E01016954,530186,104369,1,1,94,7,0.089,HoveBlatchington
BN1 2NN,E01016955,530240,104280,1,1,147,5,0.137,HoveBlatchington
BN1 2NW,E01016955,530276,104405,0,0,136,5,0.137,HoveBlatchington
BN1 2PA,E01016954,530088,104477,1,1,92,7,0.089,HoveBlatchington
BN1 2PB,E01016850,530015,104387,10,8,139,7,0.076,HoveBlatchington
BN1 2PD,E01016954,530040,104352,4,4,92,7,0.089,HoveBlatchington
BN1 2PE,E01016954,530089,104403,4,3,92,7,0.089,HoveBlatchington
BN1 2PF,E01016850,530007,104422,1,0,139,7,0.076,HoveBlatchington
BN1 2PG,E01016850,529982,104293,11,8,122,7,0.076,HoveBlatchington
BN1 2PH,E01016954,530016,104291,3,2,179,7,0.089,HoveBlatchington
BN1 2PJ,E01016954,529997,104216,2,1,105,7,0.089,HoveBlatchington
BN1 2PL,E01016954,530118,104250,9,7,142,7,0.089,HoveBlatchington
BN1 2PN,E01016954,530065,104264,4,4,105,7,0.089,HoveBlatchington
BN1 2PS,E01016954,530071,104326,5,4,179,7,0.089,HoveBlatchington
BN1 2PT,E01016954,530104,104381,12,10,179,7,0.089,HoveBlatchington
BN1 2PU,E01016850,530001,104388,2,1,139,7,0.076,HoveBlatchington
BN1 2PW,E01016954,530004,104251,1,1,179,7,0.089,HoveBlatchington
BN1 2PX,E01016850,529951,104223,10,6,52,7,0.076,HoveBlatchington
BN1 2PY,E01016850,529951,104223,7,4,52,7,0.076,HoveBlatchington
BN1 2PZ,E01016954,530058,104294,1,1,179,7,0.089,HoveBlatchington
BN1 2QA,E01016850,530021,104412,2,1,139,7,0.076,HoveBlatchington
BN1 2QB,E01016850,530011,104398,1,1,139,7,0.076,HoveBlatchington
BN1 2QD,E01016954,530096,104361,1,1,179,7,0.089,HoveBlatchington
BN1 2QJ,E01016954,530141,104398,2,1,179,7,0.089,HoveBlatchington
BN1 2RA,E01016952,530845,104204,3,1,61,5,0.134,VarndeanStringer
BN1 2RD,E01016952,530807,104270,1,1,77,5,0.134,HoveBlatchington
BN1 2RE,E01016952,530800,104227,1,1,77,5,0.134,HoveBlatchington
BN1 2RG,E01016952,530758,104164,0,0,77,5,0.134,HoveBlatchington
BN1 2RP,E01016952,530850,104117,4,4,61,5,0.134,VarndeanStringer
BN1 2RS,E01016952,530790,104154,0,0,191,5,0.134,HoveBlatchington
BN1 3AA,E01016850,530078,104559,7,4,139,7,0.076,HoveBlatchington
BN1 3AB,E01016951,530104,104566,12,8,166,5,0.135,HoveBlatchington
BN1 3AD,E01016951,530142,104757,10,8,168,5,0.135,HoveBlatchington
BN1 3AE,E01016951,530234,104799,1,1,174,5,0.135,HoveBlatchington
BN1 3AF,E01016951,530139,104658,4,4,168,5,0.135,HoveBlatchington
BN1 3AG,E01016951,530273,104892,7,3,174,5,0.135,HoveBlatchington
BN1 3AH,E01016951,530331,104946,6,5,174,5,0.135,HoveBlatchington
BN1 3AJ,E01016951,530392,105020,10,7,174,5,0.135,HoveBlatchington
BN1 3AL,E01016950,530346,104885,2,2,134,10,0.029,HoveBlatchington
BN1 3AN,E01016950,530352,104820,17,14,134,10,0.029,HoveBlatchington
BN1 3AP,E01016951,530448,105072,2,1,155,5,0.135,HoveBlatchington
BN1 3AQ,E01016951,530260,104933,5,4,174,5,0.135,HoveBlatchington
BN1 3AR,E01016850,530058,104516,3,2,139,7,0.076,HoveBlatchington
BN1 3AS,E01016877,530174,104842,3,2,221,4,0.179,HoveBlatchington
BN1 3AU,E01016950,530370,104996,2,2,134,10,0.029,HoveBlatchington
BN1 3AX,E01016877,530203,104842,2,1,221,4,0.179,HoveBlatchington
BN1 3AY,E01016877,530193,104827,2,1,221,4,0.179,HoveBlatchington
BN1 3BA,E01016953,530214,104533,14,10,154,5,0.127,HoveBlatchington
BN1 3BB,E01016951,530245,104626,5,4,160,5,0.135,HoveBlatchington
BN1 3BD,E01016951,530299,104675,15,10,160,5,0.135,HoveBlatchington
BN1 3BE,E01016953,530247,104512,4,2,96,5,0.127,HoveBlatchington
BN1 3BF,E01016951,530159,104606,11,8,166,5,0.135,HoveBlatchington
BN1 3BG,E01016951,530117,104548,11,7,166,5,0.135,HoveBlatchington
BN1 3BH,E01016953,530177,104528,15,8,154,5,0.127,HoveBlatchington
BN1 3BL,E01016951,530254,104675,27,19,83,5,0.135,HoveBlatchington
BN1 3BU,E01016967,530804,105171,1,0,152,5,0.156,HoveBlatchington
BN1 3BY,E01016951,530210,104757,0,0,83,5,0.135,HoveBlatchington
BN1 3DA,E01016955,530348,104488,5,3,136,5,0.137,HoveBlatchington
BN1 3DB,E01016953,530418,104455,0,0,98,5,0.127,HoveBlatchington
BN1 3DD,E01016953,530375,104506,5,4,98,5,0.127,HoveBlatchington
BN1 3DE,E01016953,530408,104557,2,1,98,5,0.127,HoveBlatchington
BN1 3DF,E01016953,530309,104590,16,10,96,5,0.127,HoveBlatchington
BN1 3DG,E01016953,530332,104666,3,1,116,5,0.127,HoveBlatchington
BN1 3DH,E01016953,530371,104661,3,1,116,5,0.127,HoveBlatchington
BN1 3DJ,E01016953,530391,104637,8,6,116,5,0.127,HoveBlatchington
BN1 3DL,E01016953,530410,104627,7,5,116,5,0.127,HoveBlatchington
BN1 3DS,E01016953,530326,104543,10,6,96,5,0.127,HoveBlatchington
BN1 3EB,E01016952,530592,104449,4,3,172,5,0.134,HoveBlatchington
BN1 3ED,E01016952,530636,104433,2,1,172,5,0.134,HoveBlatchington
BN1 3EE,E01016952,530549,104441,3,3,172,5,0.134,HoveBlatchington
BN1 3EF,E01016953,530452,104469,5,3,98,5,0.127,HoveBlatchington
BN1 3EG,E01016953,530488,104452,10,7,98,5,0.127,HoveBlatchington
BN1 3EH,E01016952,530510,104451,7,4,172,5,0.134,HoveBlatchington
BN1 3EJ,E01016952,530754,104347,0,0,77,5,0.134,HoveBlatchington
BN1 3EN,E01016950,530591,104772,3,3,145,10,0.029,HoveBlatchington
BN1 3FD,E01016969,530801,104400,5,3,177,1,0.798,HoveBlatchington
BN1 3FE,E01016952,530740,104399,0,0,77,5,0.134,HoveBlatchington
BN1 3FF,E01016969,530782,104414,2,2,177,1,0.798,HoveBlatchington
BN1 3FG,E01016953,530615,104470,5,2,101,5,0.127,HoveBlatchington
BN1 3FH,E01016953,530508,104501,3,2,98,5,0.127,HoveBlatchington
BN1 3FJ,E01016953,530643,104488,6,4,101,5,0.127,HoveBlatchington
BN1 3FL,E01016953,530504,104526,10,6,98,5,0.127,HoveBlatchington
BN1 3FN,E01016953,530491,104563,10,8,98,5,0.127,HoveBlatchington
BN1 3FP,E01016953,530437,104610,3,2,129,5,0.127,HoveBlatchington
BN1 3FQ,E01016953,530457,104604,11,7,98,5,0.127,HoveBlatchington
BN1 3FR,E01016953,530431,104636,1,0,116,5,0.127,HoveBlatchington
BN1 3FS,E01016953,530456,104700,7,4,129,5,0.127,HoveBlatchington
BN1 3FT,E01016950,530382,104803,12,12,113,10,0.029,HoveBlatchington
BN1 3FU,E01016950,530413,104800,13,10,145,10,0.029,HoveBlatchington
BN1 3GP,E01033329,530976,104845,1,0,88,6,0.115,HoveBlatchington
BN1 3GS,E01016950,530583,104827,1,0,114,10,0.029,HoveBlatchington
BN1 3GY,E01016950,530610,104837,1,0,114,10,0.029,HoveBlatchington
BN1 3GZ,E01016950,530622,104798,5,3,109,10,0.029,HoveBlatchington
BN1 3HA,E01016953,530595,104625,7,5,101,5,0.127,HoveBlatchington
BN1 3HB,E01016953,530495,104627,6,5,98,5,0.127,HoveBlatchington
BN1 3HD,E01016950,530545,104708,4,2,109,10,0.029,HoveBlatchington
BN1 3HE,E01016950,530593,104669,2,1,109,10,0.029,HoveBlatchington
BN1 3HF,E01016950,530597,104686,7,4,109,10,0.029,HoveBlatchington
BN1 3HG,E01016950,530478,104724,2,1,84,10,0.029,HoveBlatchington
BN1 3HH,E01016950,530480,104774,1,2,84,10,0.029,HoveBlatchington
BN1 3HJ,E01016953,530434,104787,9,6,129,5,0.127,HoveBlatchington
BN1 3HL,E01016950,530451,104865,3,1,145,10,0.029,HoveBlatchington
BN1 3HN,E01016950,530535,104906,11,6,109,10,0.029,HoveBlatchington
BN1 3HP,E01016950,530543,104864,7,3,109,10,0.029,HoveBlatchington
BN1 3HQ,E01016950,530503,104794,13,8,145,10,0.029,HoveBlatchington
BN1 3HR,E01016950,530564,104833,0,0,114,10,0.029,HoveBlatchington
BN1 3JA,E01016968,530685,104637,3,5,136,7,0.089,HoveBlatchington
BN1 3JB,E01016968,530657,104824,8,7,136,7,0.089,HoveBlatchington
BN1 3JD,E01016967,530591,105051,3,2,145,5,0.156,HoveBlatchington
BN1 3JE,E01016950,530574,105008,1,1,76,10,0.029,HoveBlatchington
BN1 3JF,E01016950,530451,104910,15,9,109,10,0.029,HoveBlatchington
BN1 3JG,E01016950,530404,104965,13,10,134,10,0.029,HoveBlatchington
BN1 3JH,E01016951,530480,105057,17,12,155,5,0.135,HoveBlatchington
BN1 3JJ,E01016950,530543,104984,4,4,76,10,0.029,HoveBlatchington
BN1 3JL,E01016950,530540,105058,4,4,76,10,0.029,HoveBlatchington
BN1 3JP,E01016950,530597,104885,3,2,114,10,0.029,HoveBlatchington
BN1 3JS,E01016950,530626,104768,3,1,109,10,0.029,HoveBlatchington
BN1 3JU,E01016951,530502,105071,1,1,155,5,0.135,HoveBlatchington
BN1 3LB,E01016969,530883,104671,11,6,133,1,0.798,HoveBlatchington
BN1 3LD,E01016969,530866,104548,8,5,138,1,0.798,HoveBlatchington
BN1 3LE,E01016969,530855,104416,1,1,177,1,0.798,HoveBlatchington
BN1 3LF,E01016969,530836,104519,3,3,138,1,0.798,HoveBlatchington
BN1 3LG,E01016969,530843,104583,4,3,138,1,0.798,HoveBlatchington
BN1 3LH,E01016969,530777,104541,0,0,138,1,0.798,HoveBlatchington
BN1 3LJ,E01016969,530860,104472,8,5,138,1,0.798,HoveBlatchington
BN1 3LL,E01016969,530847,104636,2,1,133,1,0.798,HoveBlatchington
BN1 3LN,E01016969,530839,104692,13,6,133,1,0.798,HoveBlatchington
BN1 3LP,E01016969,530790,104647,21,12,138,1,0.798,HoveBlatchington
BN1 3LQ,E01033329,530871,104745,5,4,127,6,0.115,HoveBlatchington
BN1 3LR,E01033329,530917,104817,3,3,127,6,0.115,HoveBlatchington
BN1 3LS,E01033329,530882,104826,11,7,127,6,0.115,HoveBlatchington
BN1 3LT,E01016968,530864,104828,7,3,122,7,0.089,HoveBlatchington
BN1 3LU,E01016968,530855,104885,5,4,105,7,0.089,HoveBlatchington
BN1 3LW,E01016968,530881,104907,5,3,105,7,0.089,HoveBlatchington
BN1 3LZ,E01016951,530110,104663,1,1,168,5,0.135,HoveBlatchington
BN1 3PA,E01033329,530937,104816,6,4,127,6,0.115,HoveBlatchington
BN1 3PB,E01033329,530958,104802,4,2,127,6,0.115,HoveBlatchington
BN1 3PD,E01033329,530959,104982,13,8,120,6,0.115,HoveBlatchington
BN1 3PE,E01033329,530927,104932,5,3,120,6,0.115,HoveBlatchington
BN1 3PF,E01033329,530930,104986,4,3,120,6,0.115,HoveBlatchington
BN1 3PG,E01033329,530895,104990,8,5,120,6,0.115,HoveBlatchington
BN1 3PH,E01016967,530873,104998,10,6,126,5,0.156,HoveBlatchington
BN1 3PJ,E01016967,530824,105090,18,13,152,5,0.156,HoveBlatchington
BN1 3PL,E01016967,530777,105092,6,3,152,5,0.156,HoveBlatchington
BN1 3PN,E01016967,530654,104978,7,4,145,5,0.156,HoveBlatchington
BN1 3PP,E01016967,530634,105008,9,7,145,5,0.156,HoveBlatchington
BN1 3PQ,E01016967,530790,105138,10,3,152,5,0.156,HoveBlatchington
BN1 3PR,E01033329,530925,105009,2,2,120,6,0.115,HoveBlatchington
BN1 3PS,E01016967,530723,105047,11,6,159,5,0.156,HoveBlatchington
BN1 3PT,E01016967,530689,105060,8,6,145,5,0.156,HoveBlatchington
BN1 3PU,E01033329,530900,104982,0,0,120,6,0.115,HoveBlatchington
BN1 3QA,E01016967,530820,105139,4,2,152,5,0.156,HoveBlatchington
BN1 3RA,E01016968,530762,104733,6,4,113,7,0.089,HoveBlatchington
BN1 3RB,E01016968,530777,104684,6,4,96,7,0.089,HoveBlatchington
BN1 3RD,E01016968,530716,104701,2,2,113,7,0.089,HoveBlatchington
BN1 3RE,E01016968,530694,104798,9,7,140,7,0.089,HoveBlatchington
BN1 3RF,E01016968,530731,104799,5,4,140,7,0.089,HoveBlatchington
BN1 3RG,E01016968,530752,104834,2,2,113,7,0.089,HoveBlatchington
BN1 3RH,E01016968,530794,104885,5,4,105,7,0.089,HoveBlatchington
BN1 3RJ,E01016968,530817,104837,2,2,122,7,0.089,HoveBlatchington
BN1 3RL,E01016968,530686,104890,12,8,122,7,0.089,HoveBlatchington
BN1 3RN,E01016968,530754,104887,7,5,140,7,0.089,HoveBlatchington
BN1 3RP,E01016967,530808,104998,10,7,159,5,0.156,HoveBlatchington
BN1 3RQ,E01016967,530841,105006,18,12,126,5,0.156,HoveBlatchington
BN1 3RR,E01016967,530722,105004,12,7,159,5,0.156,HoveBlatchington
BN1 3RS,E01016967,530746,104994,8,6,159,5,0.156,HoveBlatchington
BN1 3RT,E01016968,530738,104916,16,8,122,7,0.089,HoveBlatchington
BN1 3RU,E01016967,530769,104971,7,4,159,5,0.156,HoveBlatchington
BN1 3RY,E01016950,530598,104788,1,1,145,10,0.029,HoveBlatchington
BN1 3SU,E01016968,530722,104914,1,1,122,7,0.089,HoveBlatchington
BN1 3TA,E01016967,530646,105076,2,1,152,5,0.156,HoveBlatchington
BN1 3TB,E01016967,530687,105159,5,4,139,5,0.156,HoveBlatchington
BN1 3TD,E01016967,530620,105132,3,3,139,5,0.156,HoveBlatchington
BN1 3TE,E01016967,530520,105236,2,1,150,5,0.156,HoveBlatchington
BN1 3TF,E01016938,530483,105323,8,7,171,7,0.079,VarndeanStringer
BN1 3TG,E01016938,530424,105388,11,7,171,7,0.079,VarndeanStringer
BN1 3TH,E01016938,530524,105284,3,1,171,7,0.079,VarndeanStringer
BN1 3TJ,E01016967,530572,105179,2,1,150,5,0.156,HoveBlatchington
BN1 3TL,E01016938,530573,105335,21,16,74,7,0.079,VarndeanStringer
BN1 3TN,E01016967,530618,105194,7,5,150,5,0.156,HoveBlatchington
BN1 3TP,E01016967,530651,105186,6,4,150,5,0.156,HoveBlatchington
BN1 3TQ,E01016967,530739,105206,1,1,139,5,0.156,HoveBlatchington
BN1 3TR,E01016967,530595,105226,1,1,150,5,0.156,HoveBlatchington
BN1 3TS,E01016938,530648,105319,8,6,123,7,0.079,VarndeanStringer
BN1 3TT,E01016938,530729,105322,6,4,123,7,0.079,VarndeanStringer
BN1 3TU,E01016938,530766,105323,7,5,123,7,0.079,VarndeanStringer
BN1 3TW,E01016967,530663,105092,6,4,152,5,0.156,HoveBlatchington
BN1 3TX,E01016938,530491,105286,3,2,171,7,0.079,VarndeanStringer
BN1 3UF,E01016967,530779,105174,0,1,139,5,0.156,HoveBlatchington
BN1 3UG,E01016938,530483,105374,24,19,72,7,0.079,VarndeanStringer
BN1 3UP,E01016967,530822,105163,1,1,152,5,0.156,HoveBlatchington
BN1 3WA,E01016969,530873,104428,1,1,177,1,0.798,HoveBlatchington
BN1 3WB,E01016969,530896,104410,1,1,177,1,0.798,VarndeanStringer
BN1 3WD,E01016967,530576,105170,1,1,150,5,0.156,HoveBlatchington
BN1 3XA,E01016969,530907,104558,3,2,149,1,0.798,HoveBlatchington
BN1 3XB,E01016969,530936,104682,7,4,133,1,0.798,HoveBlatchington
BN1 3XD,E01033329,530967,104793,4,2,88,6,0.115,HoveBlatchington
BN1 3XF,E01016969,530963,104640,1,1,149,1,0.798,VarndeanStringer
BN1 3ZA,E01016969,530968,104669,2,2,149,1,0.798,VarndeanStringer
BN1 4AA,E01033328,531386,104627,2,2,203,5,0.148,VarndeanStringer
BN1 4AB,E01033328,531319,104596,5,4,203,5,0.148,VarndeanStringer
BN1 4AD,E01033328,531338,104656,3,2,203,5,0.148,VarndeanStringer
BN1 4AE,E01033328,531338,104570,3,3,203,5,0.148,VarndeanStringer
BN1 4AF,E01033328,531314,104685,3,2,203,5,0.148,VarndeanStringer
BN1 4AG,E01033328,531284,104607,6,3,203,5,0.148,VarndeanStringer
