postcode,lsoa,easting,northing,children,hh_with_ch,hh_total,idaci_decile,idaci_score,catchment_2026
BN3 6HD,E01016878,528787,105861,30,21,117,8,0.057,HoveBlatchington
BN3 6HE,E01016878,528894,105832,11,8,144,8,0.057,HoveBlatchington
BN3 6HF,E01016878,528866,105736,15,9,144,8,0.057,HoveBlatchington
BN3 6HG,E01016878,528969,105790,10,7,144,8,0.057,HoveBlatchington
BN3 6HH,E01016878,529014,105787,11,9,149,8,0.057,HoveBlatchington
BN3 6HL,E01016878,528928,105919,6,4,144,8,0.057,HoveBlatchington
BN3 6HP,E01016878,528948,105624,6,5,165,8,0.057,HoveBlatchington
BN3 6HQ,E01016878,529105,105723,14,5,149,8,0.057,HoveBlatchington
BN3 6HR,E01016878,528994,105611,13,11,165,8,0.057,HoveBlatchington
BN3 6HS,E01016878,529095,105604,10,5,149,8,0.057,HoveBlatchington
BN3 6HT,E01016878,529223,105572,7,5,174,8,0.057,HoveBlatchington
BN3 6HX,E01016878,528875,105634,2,1,165,8,0.057,HoveBlatchington
BN3 6HY,E01016878,529078,105761,15,11,149,8,0.057,HoveBlatchington
BN3 6HZ,E01016878,528774,105665,3,2,165,8,0.057,HoveBlatchington
BN3 6JB,E01016870,529168,105530,8,6,191,6,0.112,HoveBlatchington
BN3 6LA,E01016981,529682,106135,9,5,134,10,0.035,HoveBlatchington
BN3 6LB,E01016981,529718,106076,5,3,129,10,0.035,HoveBlatchington
BN3 6LD,E01016981,529577,106170,3,2,154,10,0.035,HoveBlatchington
BN3 6LE,E01016981,529468,106306,7,4,154,10,0.035,HoveBlatchington
BN3 6LF,E01016981,529548,106342,10,5,154,10,0.035,HoveBlatchington
BN3 6LG,E01016981,529428,106228,8,5,154,10,0.035,HoveBlatchington
BN3 6LH,E01016981,529415,106153,9,4,154,10,0.035,HoveBlatchington
BN3 6LJ,E01016981,529461,106110,10,5,123,10,0.035,HoveBlatchington
BN3 6LL,E01016980,529165,106192,8,4,206,9,0.051,HoveBlatchington
BN3 6LN,E01016980,528982,106216,5,3,206,9,0.051,HoveBlatchington
BN3 6LP,E01016980,528980,106096,4,1,206,9,0.051,HoveBlatchington
BN3 6LQ,E01016980,528909,106110,5,3,206,9,0.051,HoveBlatchington
BN3 6LR,E01016980,528944,106353,10,5,206,9,0.051,HoveBlatchington
BN3 6LS,E01016984,528761,106691,17,7,110,7,0.082,HoveBlatchington
BN3 6LT,E01016981,529375,106250,4,3,154,10,0.035,HoveBlatchington
BN3 6LU,E01016981,529647,106272,0,0,154,10,0.035,HoveBlatchington
BN3 6LX,E01016980,528887,106055,5,3,206,9,0.051,HoveBlatchington
BN3 6LY,E01016980,528931,106023,11,7,51,9,0.051,HoveBlatchington
BN3 6LZ,E01016981,529474,106008,5,4,123,10,0.035,HoveBlatchington
BN3 6NA,E01016981,529812,105904,5,4,129,10,0.035,HoveBlatchington
BN3 6NB,E01016981,529793,105815,1,1,129,10,0.035,HoveBlatchington
BN3 6NE,E01016981,529955,105932,6,6,134,10,0.035,HoveBlatchington
BN3 6NF,E01016981,529986,105887,12,11,129,10,0.035,HoveBlatchington
BN3 6NH,E01016981,529537,105859,11,6,129,10,0.035,HoveBlatchington
BN3 6NJ,E01016981,529663,106038,9,5,129,10,0.035,HoveBlatchington
BN3 6NL,E01016981,529513,105974,18,11,123,10,0.035,HoveBlatchington
BN3 6NN,E01016981,529392,105893,12,7,123,10,0.035,HoveBlatchington
BN3 6NP,E01016981,529368,106017,16,9,123,10,0.035,HoveBlatchington
BN3 6NQ,E01016981,529285,105998,13,8,123,10,0.035,HoveBlatchington
BN3 6NR,E01016981,529327,105793,11,4,123,10,0.035,HoveBlatchington
BN3 6NS,E01016981,529772,105908,6,3,129,10,0.035,HoveBlatchington
BN3 6NT,E01016981,529838,106010,23,13,134,10,0.035,HoveBlatchington
BN3 6NU,E01016981,529849,105989,6,3,134,10,0.035,HoveBlatchington
BN3 6NW,E01016981,529786,106068,6,4,134,10,0.035,HoveBlatchington
BN3 6NX,E01016981,529738,105897,6,3,129,10,0.035,HoveBlatchington
BN3 6PA,E01016981,529840,106133,8,5,134,10,0.035,HoveBlatchington
BN3 6PB,E01016981,529738,106280,5,3,154,10,0.035,HoveBlatchington
BN3 6PD,E01016981,529667,106437,15,7,154,10,0.035,HoveBlatchington
BN3 6PE,E01016984,529622,106630,6,4,115,7,0.082,HoveBlatchington
BN3 6PF,E01016984,529498,106736,9,5,115,7,0.082,HoveBlatchington
BN3 6PG,E01016984,529342,106686,7,4,115,7,0.082,HoveBlatchington
BN3 6PH,E01016984,529134,106620,16,7,113,7,0.082,HoveBlatchington
BN3 6PJ,E01016984,528951,106562,5,3,113,7,0.082,HoveBlatchington
BN3 6PL,E01016984,529133,106709,7,5,113,7,0.082,HoveBlatchington
BN3 6PN,E01016981,529212,106484,20,11,128,10,0.035,HoveBlatchington
BN3 6PP,E01016981,529229,106325,5,2,128,10,0.035,HoveBlatchington
BN3 6PQ,E01016981,529196,106249,9,5,128,10,0.035,HoveBlatchington
BN3 6PR,E01016981,529093,106378,19,10,128,10,0.035,HoveBlatchington
BN3 6PS,E01016980,529017,106299,8,4,206,9,0.051,HoveBlatchington
BN3 6PT,E01016981,529050,106445,8,5,128,10,0.035,HoveBlatchington
BN3 6PU,E01016981,529109,106464,5,3,128,10,0.035,HoveBlatchington
BN3 6PW,E01016981,529049,106549,11,6,128,10,0.035,HoveBlatchington
BN3 6QA,E01016984,529465,107030,12,5,119,7,0.082,HoveBlatchington
BN3 6QB,E01016983,529134,107272,14,8,134,10,0.035,HoveBlatchington
BN3 6QD,E01016983,529213,107375,5,2,118,10,0.035,HoveBlatchington
BN3 6QE,E01016984,528910,107106,19,11,116,7,0.082,HoveBlatchington
BN3 6QF,E01016983,528963,107389,7,5,134,10,0.035,HoveBlatchington
BN3 6QG,E01016983,528915,107472,16,9,118,10,0.035,HoveBlatchington
BN3 6QH,E01016983,528797,107530,8,4,118,10,0.035,HoveBlatchington
BN3 6QJ,E01016983,528792,107348,11,8,134,10,0.035,HoveBlatchington
BN3 6QL,E01016983,528983,107349,23,10,134,10,0.035,HoveBlatchington
BN3 6QN,E01016984,528866,107178,14,8,116,7,0.082,HoveBlatchington
BN3 6QP,E01016984,528804,107057,2,2,116,7,0.082,HoveBlatchington
BN3 6QQ,E01016984,529007,107032,10,5,116,7,0.082,HoveBlatchington
BN3 6QR,E01016984,529362,107091,11,8,119,7,0.082,HoveBlatchington
BN3 6QS,E01016984,529342,107009,3,1,119,7,0.082,HoveBlatchington
BN3 6QT,E01016983,529186,107375,3,3,118,10,0.035,HoveBlatchington
BN3 6QW,E01016984,529252,107169,1,1,119,7,0.082,HoveBlatchington
BN3 6RW,E01016983,528934,107656,2,1,118,10,0.035,HoveBlatchington
BN3 6SE,E01016870,529551,105636,5,2,150,6,0.112,HoveBlatchington
BN3 6TA,E01016981,529514,106542,10,6,154,10,0.035,HoveBlatchington
BN3 6TB,E01016981,529430,106425,12,6,154,10,0.035,HoveBlatchington
BN3 6TD,E01016984,529447,106607,11,6,115,7,0.082,HoveBlatchington
BN3 6TE,E01016984,529581,106782,3,2,115,7,0.082,HoveBlatchington
BN3 6TF,E01016984,529513,106841,7,3,115,7,0.082,HoveBlatchington
BN3 6TG,E01016984,529491,106788,3,2,115,7,0.082,HoveBlatchington
BN3 6TH,E01016984,529370,106829,5,3,115,7,0.082,HoveBlatchington
BN3 6TJ,E01016984,529401,106974,11,8,119,7,0.082,HoveBlatchington
BN3 6TL,E01016984,529298,106828,14,8,119,7,0.082,HoveBlatchington
BN3 6TN,E01016983,529196,107071,20,10,134,10,0.035,HoveBlatchington
BN3 6TP,E01016984,529290,107007,3,2,119,7,0.082,HoveBlatchington
BN3 6TQ,E01016984,529447,106881,3,3,119,7,0.082,HoveBlatchington
BN3 6UA,E01016981,529313,106241,10,5,128,10,0.035,HoveBlatchington
BN3 6UB,E01016984,529332,106490,9,6,115,7,0.082,HoveBlatchington
BN3 6UD,E01016984,529276,106481,10,5,115,7,0.082,HoveBlatchington
BN3 6UE,E01016984,529256,106740,13,5,113,7,0.082,HoveBlatchington
BN3 6UF,E01016984,529188,106743,9,5,113,7,0.082,HoveBlatchington
BN3 6UG,E01016984,529180,106890,6,3,113,7,0.082,HoveBlatchington
BN3 6UH,E01016984,528991,106697,13,7,113,7,0.082,HoveBlatchington
BN3 6UJ,E01016984,529020,106912,8,4,116,7,0.082,HoveBlatchington
BN3 6UL,E01016984,529006,106859,8,4,116,7,0.082,HoveBlatchington
BN3 6UN,E01016984,528879,106810,3,2,110,7,0.082,HoveBlatchington
BN3 6UP,E01016984,528874,106928,9,4,110,7,0.082,HoveBlatchington
BN3 6UQ,E01016984,528782,106857,12,5,110,7,0.082,HoveBlatchington
BN3 6UR,E01016984,528704,106827,2,1,110,7,0.082,HoveBlatchington
BN3 6US,E01016984,528963,106782,6,3,110,7,0.082,HoveBlatchington
BN3 6UT,E01016984,528852,106709,10,5,110,7,0.082,HoveBlatchington
BN3 6WA,E01016982,528497,107081,11,8,123,8,0.064,HoveBlatchington
BN3 6WB,E01016982,528299,107012,27,15,113,8,0.064,HoveBlatchington
BN3 6WD,E01016985,528273,106987,20,13,115,8,0.058,HoveBlatchington
BN3 6WE,E01016982,528344,107043,23,15,113,8,0.064,HoveBlatchington
BN3 6WF,E01016982,528367,107067,23,14,113,8,0.064,HoveBlatchington
BN3 6WG,E01016982,528405,107106,20,12,113,8,0.064,HoveBlatchington
BN3 6WH,E01016982,528489,107136,3,1,123,8,0.064,HoveBlatchington
BN3 6WJ,E01016982,528311,107158,3,3,113,8,0.064,HoveBlatchington
BN3 6WL,E01016985,528205,107140,18,9,142,8,0.058,HoveBlatchington
BN3 6WN,E01016985,528185,107220,26,9,142,8,0.058,HoveBlatchington
BN3 6WP,E01016985,528198,107290,11,7,142,8,0.058,HoveBlatchington
BN3 6WQ,E01016985,528132,107262,14,7,142,8,0.058,HoveBlatchington
BN3 6WR,E01016982,528176,107171,9,5,123,8,0.064,HoveBlatchington
BN3 6WS,E01016985,528044,107252,18,11,142,8,0.058,HoveBlatchington
BN3 6WT,E01016982,528413,107245,4,3,123,8,0.064,HoveBlatchington
BN3 6WW,E01016982,528451,107302,8,3,123,8,0.064,HoveBlatchington
BN3 6XA,E01016982,528309,107209,4,3,123,8,0.064,HoveBlatchington
BN3 6XB,E01016982,528429,107201,8,3,123,8,0.064,HoveBlatchington
BN3 6XD,E01016982,528392,107409,42,25,146,8,0.064,HoveBlatchington
BN3 6XE,E01016982,528286,107331,12,7,146,8,0.064,HoveBlatchington
BN3 6XF,E01016982,528375,107527,47,31,146,8,0.064,HoveBlatchington
BN3 6XG,E01016982,528442,107396,4,3,123,8,0.064,HoveBlatchington
BN3 6XH,E01016982,528385,107322,8,4,123,8,0.064,HoveBlatchington
BN3 7AA,E01016979,528418,105708,8,5,179,7,0.085,HoveBlatchington
BN3 7AB,E01016979,528340,105682,28,16,179,7,0.085,HoveBlatchington
BN3 7AD,E01016979,528265,105747,15,11,115,7,0.085,HoveBlatchington
BN3 7AE,E01016979,528282,105870,14,9,119,7,0.085,HoveBlatchington
BN3 7AF,E01016979,528344,105782,30,20,115,7,0.085,HoveBlatchington
BN3 7AG,E01016979,528401,105829,11,6,179,7,0.085,HoveBlatchington
BN3 7AH,E01016979,528348,105806,22,15,115,7,0.085,HoveBlatchington
BN3 7AJ,E01016979,528338,105871,20,12,119,7,0.085,HoveBlatchington
BN3 7AL,E01016979,528385,105904,3,1,179,7,0.085,HoveBlatchington
BN3 7AP,E01016979,528342,105938,9,6,179,7,0.085,HoveBlatchington
BN3 7AQ,E01016979,528309,105988,18,10,119,7,0.085,HoveBlatchington
BN3 7AW,E01016980,528660,106270,17,12,206,9,0.051,HoveBlatchington
BN3 7AZ,E01016980,528595,106262,7,6,206,9,0.051,HoveBlatchington
BN3 7BB,E01016878,528749,105848,20,13,117,8,0.057,HoveBlatchington
BN3 7BE,E01016980,528540,105982,17,8,136,9,0.051,HoveBlatchington
BN3 7BF,E01016980,528647,106098,14,6,206,9,0.051,HoveBlatchington
BN3 7BG,E01016980,528531,106188,5,3,206,9,0.051,HoveBlatchington
BN3 7BH,E01016980,528582,106080,22,12,136,9,0.051,HoveBlatchington
BN3 7BJ,E01016980,528559,106117,14,7,136,9,0.051,HoveBlatchington
BN3 7BL,E01016980,528465,106132,24,12,136,9,0.051,HoveBlatchington
BN3 7BP,E01016980,528394,106127,10,6,136,9,0.051,HoveBlatchington
BN3 7BQ,E01016980,528354,106111,23,12,136,9,0.051,HoveBlatchington
BN3 7BS,E01016980,528356,106260,12,8,123,9,0.051,HoveBlatchington
BN3 7BT,E01016980,528389,106426,25,15,122,9,0.051,HoveBlatchington
BN3 7DG,E01016881,526700,105805,4,2,142,4,0.165,HoveBlatchington
BN3 7DR,E01016980,528621,106256,3,1,206,9,0.051,HoveBlatchington
BN3 7EA,E01016980,528071,105977,21,13,123,9,0.051,HoveBlatchington
BN3 7EB,E01016979,527813,105954,26,14,137,7,0.085,HoveBlatchington
BN3 7EF,E01016879,527519,105836,1,0,137,3,0.206,HoveBlatchington
BN3 7EG,E01016979,527820,105912,20,11,137,7,0.085,HoveBlatchington
BN3 7EH,E01016979,528035,105932,14,6,119,7,0.085,HoveBlatchington
BN3 7EJ,E01016979,527882,105841,23,12,137,7,0.085,HoveBlatchington
BN3 7EL,E01016979,528023,105803,24,12,119,7,0.085,HoveBlatchington
BN3 7EN,E01016979,527996,105833,21,13,131,7,0.085,HoveBlatchington
BN3 7EP,E01016979,527875,105766,25,14,131,7,0.085,HoveBlatchington
BN3 7EQ,E01016979,527951,105831,37,20,131,7,0.085,HoveBlatchington
BN3 7ER,E01016979,527856,105741,35,22,131,7,0.085,HoveBlatchington
BN3 7FA,E01016880,526705,105966,24,11,129,2,0.315,HoveBlatchington
BN3 7FB,E01016880,526724,105946,23,9,129,2,0.315,HoveBlatchington
BN3 7FD,E01016880,526930,106012,24,12,113,2,0.315,HoveBlatchington
BN3 7FE,E01016881,526962,106013,20,9,116,4,0.165,HoveBlatchington
BN3 7FF,E01016879,526976,106206,27,17,115,3,0.206,HoveBlatchington
BN3 7FG,E01016880,526971,106338,21,10,129,2,0.315,HoveBlatchington
BN3 7FH,E01016880,526842,106284,17,9,129,2,0.315,HoveBlatchington
BN3 7FJ,E01016880,526903,106116,34,15,113,2,0.315,HoveBlatchington
BN3 7FL,E01016880,526873,106128,28,14,113,2,0.315,HoveBlatchington
BN3 7FN,E01016880,526827,106125,30,12,129,2,0.315,HoveBlatchington
BN3 7FP,E01016880,526798,106134,28,13,117,2,0.315,HoveBlatchington
BN3 7FQ,E01016880,526710,106101,31,21,117,2,0.315,HoveBlatchington
BN3 7FR,E01016880,526747,106122,25,17,117,2,0.315,HoveBlatchington
BN3 7FS,E01016880,526830,106374,24,12,129,2,0.315,HoveBlatchington
BN3 7FT,E01016880,526850,106352,17,8,129,2,0.315,HoveBlatchington
BN3 7FU,E01016880,526869,106328,10,7,129,2,0.315,HoveBlatchington
BN3 7FW,E01016880,526741,106010,10,8,129,2,0.315,HoveBlatchington
BN3 7FX,E01016881,526916,105856,7,8,116,4,0.165,HoveBlatchington
BN3 7FY,E01016880,527005,106447,26,12,129,2,0.315,HoveBlatchington
BN3 7GA,E01016881,526476,105612,4,2,125,4,0.165,HoveBlatchington
BN3 7GB,E01016881,526521,105715,14,12,125,4,0.165,HoveBlatchington
BN3 7GE,E01016881,526541,105953,18,10,120,4,0.165,HoveBlatchington
BN3 7GF,E01016881,526635,106163,16,9,120,4,0.165,HoveBlatchington
BN3 7GG,E01016881,526604,105980,16,10,120,4,0.165,HoveBlatchington
BN3 7GH,E01016881,526676,106165,17,9,120,4,0.165,HoveBlatchington
BN3 7GJ,E01016881,526617,105786,2,1,142,4,0.165,HoveBlatchington
BN3 7GL,E01016881,526585,105739,9,5,142,4,0.165,HoveBlatchington
BN3 7GN,E01016881,526554,105635,20,11,125,4,0.165,HoveBlatchington
BN3 7GP,E01016881,526668,105638,26,14,125,4,0.165,HoveBlatchington
BN3 7GQ,E01016881,526764,105747,10,5,142,4,0.165,HoveBlatchington
BN3 7GR,E01016881,526690,105736,4,2,142,4,0.165,HoveBlatchington
BN3 7GS,E01016881,526771,105874,9,4,116,4,0.165,HoveBlatchington
BN3 7GT,E01016881,526660,105767,1,1,142,4,0.165,HoveBlatchington
BN3 7GU,E01016881,526875,105682,15,9,114,4,0.165,HoveBlatchington
BN3 7GW,E01016881,526863,105649,22,13,125,4,0.165,HoveBlatchington
BN3 7GX,E01016881,526871,105746,31,18,114,4,0.165,HoveBlatchington
BN3 7GY,E01016881,526974,105782,11,5,114,4,0.165,HoveBlatchington
BN3 7GZ,E01016881,527056,105742,19,11,114,4,0.165,HoveBlatchington
BN3 7HA,E01016881,526867,105806,21,8,116,4,0.165,HoveBlatchington
BN3 7HB,E01016881,527036,105839,6,3,116,4,0.165,HoveBlatchington
BN3 7HF,E01016880,526764,105963,4,4,129,2,0.315,HoveBlatchington
BN3 7HJ,E01016881,526631,105870,6,6,142,4,0.165,HoveBlatchington
BN3 7HN,E01016881,526566,105861,2,3,142,4,0.165,HoveBlatchington
BN3 7JA,E01016879,527260,106128,45,28,137,3,0.206,HoveBlatchington
BN3 7JB,E01016879,527133,106308,19,9,183,3,0.206,HoveBlatchington
BN3 7JD,E01016879,527244,106420,17,9,183,3,0.206,HoveBlatchington
BN3 7JE,E01016879,527208,106410,21,11,183,3,0.206,HoveBlatchington
BN3 7JF,E01016879,527132,106197,21,12,115,3,0.206,HoveBlatchington
BN3 7JG,E01016879,527118,106156,35,18,115,3,0.206,HoveBlatchington
BN3 7JH,E01016879,527071,106387,36,18,183,3,0.206,HoveBlatchington
BN3 7JJ,E01016879,527339,106022,24,16,137,3,0.206,HoveBlatchington
BN3 7JL,E01016879,527205,106184,21,14,137,3,0.206,HoveBlatchington
BN3 7JN,E01016980,527956,106018,3,1,123,9,0.051,HoveBlatchington
BN3 7JP,E01016979,527809,106045,30,16,137,7,0.085,HoveBlatchington
BN3 7JQ,E01016979,527813,106012,21,11,137,7,0.085,HoveBlatchington
BN3 7JR,E01016979,527728,105983,2,1,137,7,0.085,HoveBlatchington
BN3 7JS,E01016888,527565,106076,27,14,144,10,0.035,HoveBlatchington
BN3 7JT,E01016888,527602,106016,12,6,144,10,0.035,HoveBlatchington
BN3 7JU,E01016879,527530,105998,14,8,137,3,0.206,HoveBlatchington
BN3 7JW,E01016879,527381,106228,29,11,129,3,0.206,HoveBlatchington
BN3 7JX,E01016879,527287,106411,34,19,129,3,0.206,HoveBlatchington
BN3 7JY,E01016879,527377,106404,35,20,129,3,0.206,HoveBlatchington
BN3 7JZ,E01016879,527127,106449,12,15,183,3,0.206,HoveBlatchington
BN3 7LA,E01016888,527659,105997,20,11,144,10,0.035,HoveBlatchington
BN3 7LB,E01016888,527701,106234,20,11,137,10,0.035,HoveBlatchington
BN3 7LD,E01016888,527667,106258,22,11,137,10,0.035,HoveBlatchington
BN3 7LE,E01016888,527772,106503,21,12,137,10,0.035,HoveBlatchington
BN3 7LF,E01016888,527849,106683,21,11,172,10,0.035,HoveBlatchington
BN3 7LG,E01016888,527915,106749,4,3,172,10,0.035,HoveBlatchington
BN3 7LH,E01016884,527913,106819,15,11,136,4,0.16,HoveBlatchington
BN3 7LJ,E01016884,527767,106818,15,8,136,4,0.16,HoveBlatchington
BN3 7LL,E01016885,527894,106974,8,4,145,2,0.292,HoveBlatchington
BN3 7LN,E01016884,527764,106922,20,11,136,4,0.16,HoveBlatchington
BN3 7LP,E01016884,527448,106738,23,12,130,4,0.16,HoveBlatchington
BN3 7LQ,E01016884,527735,106867,17,7,136,4,0.16,HoveBlatchington
BN3 7LR,E01016888,527505,106721,34,16,124,10,0.035,HoveBlatchington
BN3 7LS,E01016886,527178,106516,14,6,122,6,0.101,HoveBlatchington
BN3 7LT,E01016884,527110,106552,8,4,130,4,0.16,HoveBlatchington
BN3 7LU,E01016884,527164,106565,3,3,130,4,0.16,HoveBlatchington
BN3 7LW,E01016888,527490,106138,45,25,144,10,0.035,HoveBlatchington
BN3 7NA,E01016980,528144,106269,29,15,123,9,0.051,HoveBlatchington
BN3 7NB,E01016980,528146,106316,37,16,122,9,0.051,HoveBlatchington
BN3 7ND,E01016980,527865,106343,17,7,123,9,0.051,HoveBlatchington
BN3 7NE,E01016980,527852,106395,28,11,122,9,0.051,HoveBlatchington
BN3 7NF,E01016888,527604,106472,13,7,137,10,0.035,HoveBlatchington
BN3 7NG,E01016888,527411,106509,19,11,124,10,0.035,HoveBlatchington
BN3 7NH,E01016888,527592,106438,13,8,137,10,0.035,HoveBlatchington
BN3 7NJ,E01016888,527632,106592,10,6,172,10,0.035,HoveBlatchington
BN3 7NL,E01016888,527616,106624,15,7,172,10,0.035,HoveBlatchington
BN3 7NN,E01016888,527723,106688,12,7,172,10,0.035,HoveBlatchington
BN3 7NP,E01016884,527635,106771,9,5,136,4,0.16,HoveBlatchington
BN3 7NQ,E01016888,527539,106630,32,21,124,10,0.035,HoveBlatchington
BN3 7NR,E01016888,527649,106502,16,8,137,10,0.035,HoveBlatchington
BN3 7NS,E01016980,527775,106369,5,4,122,9,0.051,HoveBlatchington
BN3 7NU,E01016879,527109,106369,5,3,183,3,0.206,HoveBlatchington
BN3 7PA,E01016985,528152,106913,17,10,115,8,0.058,HoveBlatchington
BN3 7PB,E01016985,528164,106868,7,4,120,8,0.058,HoveBlatchington
BN3 7PD,E01016982,528491,106785,3,2,117,8,0.064,HoveBlatchington
BN3 7QA,E01016980,528527,106552,0,0,122,9,0.051,HoveBlatchington
BN3 7QB,E01016985,528398,106582,9,6,129,8,0.058,HoveBlatchington
BN3 7QD,E01016985,528327,106579,4,3,129,8,0.058,HoveBlatchington
BN3 7QE,E01016985,528348,106673,12,7,129,8,0.058,HoveBlatchington
BN3 7QF,E01016985,528296,106621,6,3,129,8,0.058,HoveBlatchington
BN3 7QG,E01016985,528248,106695,12,7,129,8,0.058,HoveBlatchington
BN3 7QH,E01016985,528303,106748,1,1,120,8,0.058,HoveBlatchington
BN3 7QJ,E01016985,528212,106674,5,3,129,8,0.058,HoveBlatchington
BN3 7QL,E01016985,528287,106796,7,5,120,8,0.058,HoveBlatchington
BN3 7QN,E01016985,528161,106811,8,5,120,8,0.058,HoveBlatchington
BN3 7QP,E01016985,528030,107017,13,11,120,8,0.058,HoveBlatchington
BN3 7QQ,E01016985,528092,106820,6,3,120,8,0.058,HoveBlatchington
BN3 7QR,E01016985,528040,106787,27,15,129,8,0.058,HoveBlatchington
BN3 7QS,E01016980,528131,106707,7,4,122,9,0.051,HoveBlatchington
BN3 7QT,E01016985,528052,106740,5,3,129,8,0.058,HoveBlatchington
BN3 7QU,E01016985,527939,106898,8,7,110,8,0.058,HoveBlatchington
BN3 7QW,E01016985,527994,106924,9,7,110,8,0.058,HoveBlatchington
BN3 7QX,E01016985,527993,106991,10,7,110,8,0.058,HoveBlatchington
BN3 7QY,E01016985,527947,106959,11,9,110,8,0.058,HoveBlatchington
BN3 7QZ,E01016985,528006,106873,3,3,110,8,0.058,HoveBlatchington
BN3 7RA,E01016985,528530,106736,6,4,129,8,0.058,HoveBlatchington
BN3 7RB,E01016985,528511,106694,2,1,129,8,0.058,HoveBlatchington
BN3 7RD,E01016982,528404,106744,12,7,117,8,0.064,HoveBlatchington
BN3 7RE,E01016888,527508,106205,10,8,144,10,0.035,HoveBlatchington
BN3 7RF,E01016888,527950,106760,7,8,172,10,0.035,HoveBlatchington
BN3 7RJ,E01016979,528677,105745,23,16,179,7,0.085,HoveBlatchington
BN3 7RN,E01016979,528681,105786,4,2,179,7,0.085,HoveBlatchington
BN3 7SA,E01016881,526659,106279,2,1,120,4,0.165,HoveBlatchington
BN3 7SB,E01016887,526719,106443,11,9,134,7,0.076,HoveBlatchington
BN3 7SD,E01016887,526767,106439,6,6,134,7,0.076,HoveBlatchington
BN3 7SE,E01016887,526706,106402,5,4,134,7,0.076,HoveBlatchington
BN3 7SF,E01016887,526791,106405,25,15,134,7,0.076,HoveBlatchington
BN3 7SG,E01016886,527032,106543,8,8,122,6,0.101,HoveBlatchington
BN3 7SH,E01016886,526908,106499,4,2,122,6,0.101,HoveBlatchington
BN3 8AA,E01016881,526665,106388,9,5,120,4,0.165,HoveBlatchington
BN3 8AB,E01016887,526790,106487,6,3,134,7,0.076,HoveBlatchington
BN3 8AD,E01016887,526588,106620,13,9,134,7,0.076,HoveBlatchington
BN3 8AE,E01016887,526587,106722,9,6,133,7,0.076,HoveBlatchington
BN3 8AF,E01016887,526675,106747,15,8,133,7,0.076,HoveBlatchington
BN3 8AG,E01016887,526720,106748,11,6,133,7,0.076,HoveBlatchington
BN3 8AH,E01016883,526575,106898,9,5,146,6,0.112,HoveBlatchington
BN3 8AJ,E01016883,526528,106862,7,3,146,6,0.112,HoveBlatchington
BN3 8AN,E01016883,526452,106840,2,2,146,6,0.112,HoveBlatchington
BN3 8AP,E01016883,526383,106966,10,6,146,6,0.112,HoveBlatchington
BN3 8AR,E01016883,526390,107154,3,2,129,6,0.112,HoveBlatchington
BN3 8AS,E01016883,526520,107087,2,1,146,6,0.112,HoveBlatchington
BN3 8AT,E01016883,526453,107064,2,1,146,6,0.112,HoveBlatchington
BN3 8AY,E01016882,527037,107690,2,2,153,3,0.238,HoveBlatchington
BN3 8BA,E01016883,526842,107076,18,11,129,6,0.112,HoveBlatchington
BN3 8BB,E01016883,526811,107113,30,18,129,6,0.112,HoveBlatchington
BN3 8BD,E01016887,526874,107077,13,9,109,7,0.076,HoveBlatchington
BN3 8BE,E01016883,526918,107152,20,11,129,6,0.112,HoveBlatchington
BN3 8BF,E01016882,526930,107320,9,6,109,3,0.238,HoveBlatchington
BN3 8BG,E01016882,526923,107355,21,10,123,3,0.238,HoveBlatchington
BN3 8BH,E01016882,526976,107298,7,5,109,3,0.238,HoveBlatchington
BN3 8BJ,E01016882,527067,107402,27,14,131,3,0.238,HoveBlatchington
BN3 8BL,E01016882,527173,107547,31,20,153,3,0.238,HoveBlatchington
BN3 8BN,E01016885,527358,107502,18,9,135,2,0.292,HoveBlatchington
BN3 8BP,E01016882,527146,107627,13,8,153,3,0.238,HoveBlatchington
BN3 8BQ,E01016885,527280,107495,13,8,105,2,0.292,HoveBlatchington
BN3 8BR,E01016885,527292,107468,26,16,105,2,0.292,HoveBlatchington
BN3 8BS,E01016885,527417,107450,17,11,135,2,0.292,HoveBlatchington
BN3 8BT,E01016885,527256,107441,36,20,105,2,0.292,HoveBlatchington
BN3 8BU,E01016885,527304,107377,44,20,135,2,0.292,HoveBlatchington
BN3 8BW,E01016882,527160,107414,28,12,131,3,0.238,HoveBlatchington
BN3 8BX,E01016887,526950,107181,14,7,109,7,0.076,HoveBlatchington
BN3 8BY,E01016887,526955,107081,2,1,109,7,0.076,HoveBlatchington
BN3 8BZ,E01016882,526977,107197,15,9,109,3,0.238,HoveBlatchington
BN3 8DA,E01016882,526813,107277,10,5,123,3,0.238,HoveBlatchington
BN3 8DB,E01016885,527451,107374,4,1,135,2,0.292,HoveBlatchington
BN3 8DD,E01016882,527032,107661,2,1,153,3,0.238,HoveBlatchington
BN3 8DE,E01016882,527029,107641,2,1,153,3,0.238,HoveBlatchington
BN3 8EA,E01016883,526611,107125,7,6,146,6,0.112,HoveBlatchington
BN3 8EB,E01016883,526471,107008,4,2,146,6,0.112,HoveBlatchington
BN3 8ED,E01016883,526520,107209,14,9,146,6,0.112,HoveBlatchington
BN3 8EE,E01016883,526334,107267,14,8,129,6,0.112,HoveBlatchington
BN3 8EF,E01016883,526462,107292,2,1,129,6,0.112,HoveBlatchington
