lsoa,ward,easting,northing,catch_pre2024,catch_optionZ,zone
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530981,104247,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530956,104106,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530988,104072,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530996,104202,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530905,104241,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530904,104221,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530931,104078,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530901,104068,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530863,104147,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530852,104004,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530877,104257,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01033328,E05015415,531045,104821,DS_Varndean,DS_Varndean,E01033328|DS_Varndean|DS_Varndean
E01016952,E05015411,530959,104175,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531136,104237,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,531235,104062,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530921,104249,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531228,104131,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531146,104215,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,531102,104194,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531159,104225,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531234,104146,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531266,104109,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,531241,104076,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531282,104106,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016941,E05015405,531376,104097,DS_Varndean,Longhill,E01016941|DS_Varndean|Longhill
E01016941,E05015405,531370,103984,DS_Varndean,Longhill,E01016941|DS_Varndean|Longhill
E01016941,E05015405,531364,104038,DS_Varndean,Longhill,E01016941|DS_Varndean|Longhill
E01016952,E05015411,531047,104220,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531125,104326,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531103,104239,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016941,E05015405,531369,103952,DS_Varndean,Longhill,E01016941|DS_Varndean|Longhill
E01016969,E05015415,531269,104188,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,531115,103951,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531230,104048,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531200,103831,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016941,E05015405,531380,104146,DS_Varndean,Longhill,E01016941|DS_Varndean|Longhill
E01016969,E05015415,530995,104352,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531183,104478,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531193,104166,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,531101,104163,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531046,104204,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531209,104402,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,531019,104162,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531056,104160,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531084,104157,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531024,104071,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531050,104062,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531133,104033,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531128,104084,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531122,104109,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531161,104086,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531190,104049,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531158,103954,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531178,103967,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531133,104037,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531189,104002,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531143,103952,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531196,104011,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531068,104082,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531033,104107,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531111,104014,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531044,104015,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530923,104061,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531115,103951,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531111,104013,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530884,103974,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530956,103917,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531014,104041,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531143,103928,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531195,103886,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531245,103954,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531207,103941,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530996,104057,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531207,103953,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531009,103994,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531150,103885,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531303,103903,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531208,103967,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531230,104048,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531226,103879,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,531218,103881,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531016,104429,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531102,104327,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531026,104288,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531038,104423,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,530940,104316,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530926,104272,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,530929,104422,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,530940,104475,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,530987,104386,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531069,104327,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,530956,104356,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530866,104294,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016969,E05015415,530905,104392,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531081,104349,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,530984,104339,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531111,104303,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531091,104536,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531088,104441,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531053,104542,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01033328,E05015415,531334,104548,DS_Varndean,DS_Varndean,E01033328|DS_Varndean|DS_Varndean
E01016969,E05015415,531308,104441,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531218,104378,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531234,104335,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531134,104312,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531169,104335,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531099,104421,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531154,104447,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531147,104470,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531124,104478,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531115,104486,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531102,104489,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531085,104402,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531067,104390,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531188,104517,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531074,104407,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531167,104496,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531112,104254,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531301,104422,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531280,104511,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531143,104371,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531261,104510,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531246,104523,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531095,104553,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531060,104582,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01033328,E05015415,531254,104546,DS_Varndean,DS_Varndean,E01033328|DS_Varndean|DS_Varndean
E01016969,E05015415,531272,104484,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531034,104568,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,530984,104562,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01033328,E05015415,531319,104541,DS_Varndean,DS_Varndean,E01033328|DS_Varndean|DS_Varndean
E01016952,E05015411,530815,104303,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016953,E05015411,530127,104440,Hove_Blatch,Hove_Blatch,E01016953|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530031,104488,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016953,E05015411,530159,104470,Hove_Blatch,Hove_Blatch,E01016953|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530382,104446,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530451,104281,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530670,104365,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016953,E05015411,530482,104399,Hove_Blatch,Hove_Blatch,E01016953|Hove_Blatch|Hove_Blatch
E01016969,E05015415,530894,104340,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530709,104368,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016850,E05015398,529948,104340,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016955,E05015411,530377,104427,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530749,104343,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530586,104129,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530707,104253,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530583,104335,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530583,104306,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530531,104264,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530520,104223,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530502,104326,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016952,E05015411,530654,104246,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530617,104211,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530617,104211,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530447,104101,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530558,104196,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530525,104205,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530428,104171,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530430,104192,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530330,104195,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530359,104276,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530453,104251,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530361,104057,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530522,104021,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530486,104148,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530486,104148,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530492,104093,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530595,104081,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530431,104185,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530403,104266,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530332,104201,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530666,104079,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,531081,103948,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016955,E05015411,530424,104377,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530417,104361,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530419,104330,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530359,104349,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530369,104306,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530315,104205,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530311,104134,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530305,104135,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530305,104135,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530295,104228,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530328,104339,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530306,104266,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530206,104186,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530244,104216,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530489,104286,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530274,104150,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530491,104281,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530235,104143,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530257,104188,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530178,104161,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016969,E05015415,531040,104624,DS_Varndean,DS_Varndean,E01016969|DS_Varndean|DS_Varndean
E01016955,E05015411,530308,104452,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530285,104404,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530232,104395,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530265,104319,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530295,104314,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530250,104245,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530211,104312,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530176,104227,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530147,104242,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530224,104081,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530119,104189,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530147,104339,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530285,104404,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530162,104389,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530223,104408,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530157,104177,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530164,104305,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530164,104305,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530164,104305,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530186,104369,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530240,104280,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016955,E05015411,530276,104405,Hove_Blatch,Hove_Blatch,E01016955|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530088,104477,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530015,104387,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530040,104352,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530089,104403,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530007,104422,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016850,E05015398,529982,104293,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530016,104291,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,529997,104216,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530118,104250,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530065,104264,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530021,104231,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530099,104198,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530071,104326,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530104,104381,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530001,104388,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530004,104251,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016850,E05015398,529951,104223,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016850,E05015398,529951,104223,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530058,104294,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530021,104412,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530011,104398,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530096,104361,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016850,E05015398,530018,104442,Hove_Blatch,Hove_Blatch,E01016850|Hove_Blatch|Hove_Blatch
E01016954,E05015411,530141,104398,Hove_Blatch,Hove_Blatch,E01016954|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530845,104204,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
E01016952,E05015411,530807,104270,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530800,104227,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530761,104269,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530758,104164,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530787,104106,Hove_Blatch,Hove_Blatch,E01016952|Hove_Blatch|Hove_Blatch
E01016952,E05015411,530850,104117,DS_Varndean,DS_Varndean,E01016952|DS_Varndean|DS_Varndean
