name,intake,from_new,mean_travel,entry_year,pan,fill,city_mean_travel,config
King's School,86.00779936468362,4.475382395321494,45.42191069320757,2035,165,0.5212593900889917,31.471455772845005,"A. Today: Ovingdean, PAN 210, current catchments"
Longhill High School,118.54818171312436,5.414827278118782,28.171058704494573,2035,210,0.5645151510148779,31.471455772845005,"A. Today: Ovingdean, PAN 210, current catchments"
Patcham High School,189.92020706576534,6.612101549223304,32.36009654576847,2035,225,0.8440898091811793,31.471455772845005,"A. Today: Ovingdean, PAN 210, current catchments"
Peacehaven Community School,119.97510923678665,100.36673635137487,22.947296285101693,2035,180,0.6665283846488147,31.471455772845005,"A. Today: Ovingdean, PAN 210, current catchments"
Portslade Aldridge Community Academy,206.88974538968344,4.645392421913203,26.567461379427012,2035,220,0.9404079335894702,31.471455772845005,"A. Today: Ovingdean, PAN 210, current catchments"
Varndean School,270,8.718472126149758,33.54626354410181,2035,270,1,31.471455772845005,"A. Today: Ovingdean, PAN 210, current catchments"
Blatchington Mill School,330,6.268228045931349,30.06877334256326,2026,330,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Brighton Aldridge Community Academy,180,6.441314438679403,36.24386499996507,2026,180,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Cardinal Newman Catholic School,251.74550450840601,10.958414159499037,32.90307186520863,2026,360,0.6992930680789056,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Dorothy Stringer School,330,8.565735777394826,33.37469849257958,2026,330,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Hove Park School,179.99999999999997,3.052718129721325,26.665049092520647,2026,180,0.9999999999999999,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
King's School,165,7.597026390202037,44.72331457856442,2026,165,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Longhill High School,150,6.629557252813446,28.525097748582265,2026,150,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Patcham High School,225,6.9116972091705815,31.56692608789034,2026,225,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Peacehaven Community School,180.00000000000003,147.2214726026779,24.21326970123678,2026,180,1.0000000000000002,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Portslade Aldridge Community Academy,220,3.944202387454656,24.653471512125304,2026,220,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Varndean School,270,7.511145891368943,32.55838040761791,2026,270,1,31.3798233758569,"B. Shrink only: Ovingdean, PAN 150"
Blatchington Mill School,330,7.07887563818415,30.4069960636409,2028,330,1,31.339864406022386,"B. Shrink only: Ovingdean, PAN 150"
Brighton Aldridge Community Academy,138.41801235365074,5.223464227231932,35.22077151654532,2028,180,0.7689889575202818,31.339864406022386,"B. Shrink only: Ovingdean, PAN 150"
Cardinal Newman Catholic School,147.90027360473925,7.036544831849425,32.263082357803185,2028,360,0.41083409334649795,31.339864406022386,"B. Shrink only: Ovingdean, PAN 150"
Dorothy Stringer School,330,9.95607200263283,34.07780749625944,2028,330,1,31.339864406022386,"B. Shrink only: Ovingdean, PAN 150"
Hove Park School,180,3.4506821572847044,26.994552023585843,2028,180,1,31.339864406022386,"B. Shrink only: Ovingdean, PAN 150"
