name,intake,from_new,mean_travel,entry_year,pan,fill,city_mean_travel,config
Blatchington Mill School,330,7.980880206294834,31.083492262160018,2030,330,1,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Brighton Aldridge Community Academy,115.88195065780428,4.768235052345657,35.54453793754734,2030,180,0.6437886147655794,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Cardinal Newman Catholic School,122.12485684274722,6.411487027228651,32.99885065831762,2030,360,0.3392357134520756,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Dorothy Stringer School,324.0237498786665,11.36431894701009,34.88056117764459,2030,330,0.9818901511474741,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Hove Park School,180.00000000000003,3.9064950107967515,27.657422604194604,2030,180,1.0000000000000002,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
King's School,99.79713712342367,5.691745425013656,45.7599629152246,2030,165,0.6048311340813556,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Longhill High School,146.7433108981914,4.17061402739405,28.564859272711704,2030,150,0.978288739321276,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Patcham High School,210.95369909271798,8.436416431033841,33.419191687778415,2030,225,0.9375719959676355,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Peacehaven Community School,149.35057672551008,125.55574472096175,22.64178632339179,2030,180,0.8297254262528337,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Portslade Aldridge Community Academy,220,5.414124742861356,26.660749456453317,2030,220,1,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Varndean School,269.99999999999994,10.147064195304667,33.99515097637434,2030,270,0.9999999999999998,31.777256425196693,"D. Shrink + move: Elm Grove, PAN 150"
Blatchington Mill School,330,7.978286507998047,31.356188733980343,2033,330,1,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Brighton Aldridge Community Academy,109.68338190845694,4.345934916394636,35.26654615246248,2033,180,0.6093521217136496,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Cardinal Newman Catholic School,113.45216222698119,5.844120016651636,33.04879435473255,2033,360,0.31514489507494775,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Dorothy Stringer School,305.25649315721876,10.357059704921063,34.7059810954212,2033,330,0.9250196762339963,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Hove Park School,180,3.911068530325401,27.929212813878575,2033,180,1,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
King's School,92.01058051593277,5.1893917608355515,46.068157527544315,2033,165,0.5576398819147441,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Longhill High School,138.67895175995133,3.8009063044590414,28.438777345892646,2033,150,0.9245263450663422,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Patcham High School,200.18652342906861,7.690331656608015,33.04855457394083,2033,225,0.8897178819069717,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Peacehaven Community School,137.36597454202098,115.04295564495376,22.72727257628625,2033,180,0.7631443030112277,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Portslade Aldridge Community Academy,218.27292718693695,5.4010316318911205,27.044728214413098,2033,220,0.9921496690315316,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Varndean School,270,9.832513184751528,33.88669065718692,2033,270,1,31.772113738359238,"D. Shrink + move: Elm Grove, PAN 150"
Blatchington Mill School,313.61964036980527,7.115938246479861,31.351821688514327,2035,330,0.9503625465751675,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Brighton Aldridge Community Academy,103.33115163069088,3.8081516527230717,35.0935767142774,2035,180,0.5740619535038383,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Cardinal Newman Catholic School,106.11432959143107,5.121181686587326,32.98633465810651,2035,360,0.2947620266428641,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Dorothy Stringer School,285.658232330871,9.075003616142288,34.65049883779894,2035,330,0.8656310070632454,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Hove Park School,179.99999999999997,3.6843690429167206,28.009553180022188,2035,180,0.9999999999999999,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
King's School,86.18176333379124,4.548098092454671,45.93744781428951,2035,165,0.5223137171744924,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Longhill High School,130.57343722776696,3.3304010481934774,28.37759349364989,2035,150,0.8704895815184464,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Patcham High School,188.92576483337416,6.73926761511765,32.82373710722903,2035,225,0.8396700659261074,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Peacehaven Community School,122.1240497845155,101.09771730260847,23.14477358067274,2035,180,0.6784669432473084,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Portslade Aldridge Community Academy,206.69471756966212,4.73305174811959,26.836040956367714,2035,220,0.9395214434984641,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Varndean School,270,9.225341207700923,33.89656473377688,2035,270,1,31.752643972426696,"D. Shrink + move: Elm Grove, PAN 150"
Blatchington Mill School,330,8.274651849727883,30.5721059856361,2026,330,1,31.287679136856195,E. Shrink + move + redrawn catchments
Brighton Aldridge Community Academy,180,6.788298269626103,35.09220201263783,2026,180,1,31.287679136856195,E. Shrink + move + redrawn catchments
Cardinal Newman Catholic School,311.74578292684333,16.515337614582858,33.830739678720505,2026,360,0.8659605081301204,31.287679136856195,E. Shrink + move + redrawn catchments
Dorothy Stringer School,270,7.794992039203032,33.752657063205994,2026,270,1,31.287679136856195,E. Shrink + move + redrawn catchments
Hove Park School,180,4.058627764715483,27.170882518815656,2026,180,1,31.287679136856195,E. Shrink + move + redrawn catchments
King's School,164.99999999999997,9.190527960514743,45.856582234169316,2026,165,0.9999999999999998,31.287679136856195,E. Shrink + move + redrawn catchments
Longhill High School,150,4.049435206799914,23.06814650070473,2026,150,1,31.287679136856195,E. Shrink + move + redrawn catchments
Patcham High School,225,7.37139923682116,30.39058148609388,2026,225,1,31.287679136856195,E. Shrink + move + redrawn catchments
Peacehaven Community School,180,149.26760634277318,24.18704067754603,2026,180,1,31.287679136856195,E. Shrink + move + redrawn catchments
Portslade Aldridge Community Academy,219.99999999999997,4.571085296594903,24.933756771121963,2026,220,0.9999999999999999,31.287679136856195,E. Shrink + move + redrawn catchments
Varndean School,270,8.394768671678104,33.2910186652483,2026,270,1,31.287679136856195,E. Shrink + move + redrawn catchments
Blatchington Mill School,330,8.58073532621259,30.8003811991863,2028,330,1,31.127924245694093,E. Shrink + move + redrawn catchments
Brighton Aldridge Community Academy,163.0002077967117,6.323725116954359,35.00007616523036,2028,180,0.9055567099817317,31.127924245694093,E. Shrink + move + redrawn catchments
Cardinal Newman Catholic School,162.34529332445976,8.479082502592696,32.53075815109923,2028,360,0.45095914812349935,31.127924245694093,E. Shrink + move + redrawn catchments
Dorothy Stringer School,270,8.176095371163314,34.195541062976346,2028,270,1,31.127924245694093,E. Shrink + move + redrawn catchments
Hove Park School,180,4.196782453624943,27.341689784767752,2028,180,1,31.127924245694093,E. Shrink + move + redrawn catchments
King's School,129.75860855722004,7.4893596496488515,45.83751242041287,2028,165,0.7864158094376972,31.127924245694093,E. Shrink + move + redrawn catchments
Longhill High School,150,4.306472177024943,23.414772623824692,2028,150,1,31.127924245694093,E. Shrink + move + redrawn catchments
Patcham High School,225,7.936464692162829,31.308116993171467,2028,225,1,31.127924245694093,E. Shrink + move + redrawn catchments
Peacehaven Community School,175.04249975596622,145.78602491226258,24.103242898705933,2028,180,0.9724583319775901,31.127924245694093,E. Shrink + move + redrawn catchments
Portslade Aldridge Community Academy,220.00000000000003,4.987383784004952,25.7852047157538,2028,220,1.0000000000000002,31.127924245694093,E. Shrink + move + redrawn catchments
Varndean School,270,8.84449547877293,33.776811575080345,2028,270,1,31.127924245694093,E. Shrink + move + redrawn catchments
Blatchington Mill School,330,9.577274748717784,31.12301414001236,2030,330,1,31.166771566625172,E. Shrink + move + redrawn catchments
Brighton Aldridge Community Academy,136.44538490084807,5.533443821088534,34.29144414637371,2030,180,0.7580299161158226,31.166771566625172,E. Shrink + move + redrawn catchments
Cardinal Newman Catholic School,129.70836714337767,7.4225568966015425,32.57516468022427,2030,360,0.36030101984271573,31.166771566625172,E. Shrink + move + redrawn catchments
Dorothy Stringer School,270,9.141291059244415,34.64513639322292,2030,270,1,31.166771566625172,E. Shrink + move + redrawn catchments
Hove Park School,180,4.69839381979244,27.68655542109399,2030,180,1,31.166771566625172,E. Shrink + move + redrawn catchments
King's School,103.19141660744981,6.564891215794698,46.04563140841743,2030,165,0.6254025248936352,31.166771566625172,E. Shrink + move + redrawn catchments
Longhill High School,150,4.769912216211996,23.618439170813964,2030,150,1,31.166771566625172,E. Shrink + move + redrawn catchments
Patcham High School,225,8.951059711652405,31.969560224944633,2030,225,1,31.166771566625172,E. Shrink + move + redrawn catchments
Peacehaven Community School,154.52564331827665,131.38423976870214,23.074921756262817,2030,180,0.858475796212648,31.166771566625172,E. Shrink + move + redrawn catchments
Portslade Aldridge Community Academy,220,5.6768762925803165,26.4002002412334,2030,220,1,31.166771566625172,E. Shrink + move + redrawn catchments
Varndean School,270,9.864490859733893,34.15932195826032,2030,270,1,31.166771566625172,E. Shrink + move + redrawn catchments
Blatchington Mill School,318.41388591535787,9.238296986615081,31.119766574560707,2033,330,0.9648905633798723,31.218541190319915,E. Shrink + move + redrawn catchments
Brighton Aldridge Community Academy,125.02481472274613,4.965447294976787,33.9511573565296,2033,180,0.6945823040152562,31.218541190319915,E. Shrink + move + redrawn catchments
Cardinal Newman Catholic School,116.3758313780335,6.661330109021071,32.55483847634962,2033,360,0.3232661982723153,31.218541190319915,E. Shrink + move + redrawn catchments
Dorothy Stringer School,270,9.269468851328304,34.89585563084978,2033,270,1,31.218541190319915,E. Shrink + move + redrawn catchments
Hove Park School,180,4.709464693270132,27.742314842734018,2033,180,1,31.218541190319915,E. Shrink + move + redrawn catchments
King's School,92.63667364155584,5.894324312318349,45.97511622411112,2033,165,0.561434385706399,31.218541190319915,E. Shrink + move + redrawn catchments
Longhill High School,143.01442781221252,4.495062279283161,23.494608322263073,2033,150,0.9534295187480835,31.218541190319915,E. Shrink + move + redrawn catchments
Patcham High School,219.6739381195069,8.793431763822515,32.096406739268716,2033,225,0.976328613864475,31.218541190319915,E. Shrink + move + redrawn catchments
Peacehaven Community School,139.767728278018,119.01065772735552,22.94145963962195,2033,180,0.7764873793223223,31.218541190319915,E. Shrink + move + redrawn catchments
Portslade Aldridge Community Academy,220,5.8158029591909015,26.762270655933257,2033,220,1,31.218541190319915,E. Shrink + move + redrawn catchments
Varndean School,270,9.984346012852122,34.363643226805266,2033,270,1,31.218541190319915,E. Shrink + move + redrawn catchments
Blatchington Mill School,294.4688438693125,8.06203196076999,30.925468563194393,2035,330,0.8923298299070075,31.248379951098922,E. Shrink + move + redrawn catchments
Brighton Aldridge Community Academy,115.54410616185106,4.3346088543143875,33.72294529000566,2035,180,0.6419117008991726,31.248379951098922,E. Shrink + move + redrawn catchments
Cardinal Newman Catholic School,106.2264901948207,5.814742145177209,32.50884803295553,2035,360,0.29507358387450194,31.248379951098922,E. Shrink + move + redrawn catchments
Dorothy Stringer School,270,9.05097438779148,35.21419799161501,2035,270,1,31.248379951098922,E. Shrink + move + redrawn catchments
Hove Park School,180,4.46562471000294,27.6775351887173,2035,180,1,31.248379951098922,E. Shrink + move + redrawn catchments
King's School,85.25844736747119,5.145766791371763,45.61815545074251,2035,165,0.5167178628331588,31.248379951098922,E. Shrink + move + redrawn catchments
Longhill High School,132.75608256046257,3.9320406719708996,23.30502181676401,2035,150,0.8850405504030838,31.248379951098922,E. Shrink + move + redrawn catchments
Patcham High School,203.5500952290972,7.678084397185426,31.779996478417363,2035,225,0.9046670899070987,31.248379951098922,E. Shrink + move + redrawn catchments
Peacehaven Community School,122.9474278756841,103.95072336207735,23.22362894527313,2035,180,0.6830412659760228,31.248379951098922,E. Shrink + move + redrawn catchments
Portslade Aldridge Community Academy,212.47043182927072,5.363715540595785,26.754898968905835,2035,220,0.9657746901330487,31.248379951098922,E. Shrink + move + redrawn catchments
Varndean School,270,9.725983925520564,34.61793585635119,2035,270,1,31.248379951098922,E. Shrink + move + redrawn catchments
Blatchington Mill School,330,6.775225785662662,30.20907657259663,2026,330,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Brighton Aldridge Community Academy,180,5.327943249675609,34.48244470217394,2026,180,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Cardinal Newman Catholic School,311.7458395602184,13.653260320298733,33.284829929914814,2026,360,0.8659606654450512,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Dorothy Stringer School,270,6.318063200209997,32.581150025764686,2026,270,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Hove Park School,179.99999999999997,3.322026633918058,26.892220235972015,2026,180,0.9999999999999999,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
King's School,165,7.696487966962149,45.3479760454608,2026,165,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Longhill High School,150,7.906714168565039,28.72542449228228,2026,150,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Patcham High School,225.00000000000003,5.954278239264267,29.950321166380693,2026,225,1.0000000000000002,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Peacehaven Community School,180,147.4113932252827,24.24099367344179,2026,180,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Portslade Aldridge Community Academy,220.00000000000003,3.897159044670868,24.95608985713429,2026,220,1.0000000000000002,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Varndean School,270,6.838965182774501,32.08969906848783,2026,270,1,31.122341718782472,"F. Redrawn catchments, Longhill stays at Ovingdean"
Blatchington Mill School,330,7.285477536909456,30.486140249543904,2028,330,1,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Brighton Aldridge Community Academy,171.30889135400855,5.48614749351271,34.72176269287751,2028,180,0.9517160630778253,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Cardinal Newman Catholic School,165.21123245045072,7.388819533733578,32.09054548560035,2028,360,0.4589200901401409,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Dorothy Stringer School,270,6.870300942762469,33.068107379245006,2028,270,1,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Hove Park School,180,3.5627731011055235,27.106741494126346,2028,180,1,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
King's School,130.95099204639465,6.55880959945068,45.439118361512506,2028,165,0.7936423760387554,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Longhill High School,142.34715875908347,8.05192081074919,28.848866419769216,2028,150,0.9489810583938898,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Patcham High School,225,6.6427802656038875,30.90821117209692,2028,225,1,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Peacehaven Community School,170.32907941793877,141.17132559314214,23.757753758698787,2028,180,0.9462726634329932,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Portslade Aldridge Community Academy,220.00000000000003,4.415335453392293,25.87317636754332,2028,220,1.0000000000000002,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Varndean School,270,7.466038058039661,32.6134605961447,2028,270,1,31.06324636896696,"F. Redrawn catchments, Longhill stays at Ovingdean"
Blatchington Mill School,330,8.045896450083903,30.91334622215508,2030,330,1,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Brighton Aldridge Community Academy,148.64053856051243,4.928909297887385,34.26133102045729,2030,180,0.8257807697806245,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Cardinal Newman Catholic School,137.35209955045642,6.6398273064840225,32.30472079413277,2030,360,0.38153360986237894,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Dorothy Stringer School,270,7.5630809491229645,33.576482323031534,2030,270,1,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Hove Park School,180,3.9459861426089002,27.53987743524316,2030,180,1,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
King's School,108.31578772001367,5.898658906983697,45.902468364682,2030,165,0.6564593195152344,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Longhill High School,125.94016893048514,7.19822424522875,28.261071015173876,2030,150,0.8396011262032342,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Patcham High School,225,7.370942500551448,31.625849066367195,2030,225,1,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Peacehaven Community School,153.6237044683498,129.09674179795215,23.02752633009456,2030,180,0.8534650248241656,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Portslade Aldridge Community Academy,220.00000000000003,4.967232687515416,26.59553964453892,2030,220,1.0000000000000002,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Varndean School,270,8.19154215516333,33.0402142555762,2030,270,1,31.219177335333864,"F. Redrawn catchments, Longhill stays at Ovingdean"
Blatchington Mill School,327.496770906125,8.188350298877861,31.127020391760325,2033,330,0.9924144572912879,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Brighton Aldridge Community Academy,134.19130024616152,4.380131679050214,33.892403410737444,2033,180,0.7455072235897862,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Cardinal Newman Catholic School,120.34022686739299,5.901611843770184,32.39536308469946,2033,360,0.33427840796498054,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Dorothy Stringer School,270,7.7672286682385785,33.88548862408016,2033,270,1,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Hove Park School,180,4.0549314025408085,27.770705470881456,2033,180,1,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
King's School,94.66480586742378,5.246020861065759,46.10305948762647,2033,165,0.5737260961662047,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Longhill High School,115.19568655426923,6.37302346488851,27.8214487331893,2033,150,0.7679712436951281,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Patcham High School,225,7.609758624054909,32.07267027909742,2033,225,1,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Peacehaven Community School,138.0167853212842,116.30839528086211,22.78088787986979,2033,180,0.7667599184515789,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Portslade Aldridge Community Academy,220,5.169843372589556,27.047064169080407,2033,220,1,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Varndean School,270,8.394252261000497,33.29673063588898,2033,270,1,31.342011087291983,"F. Redrawn catchments, Longhill stays at Ovingdean"
Blatchington Mill School,302.5729919423889,7.093215210134407,30.924397014360917,2035,330,0.9168878543708755,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Brighton Aldridge Community Academy,123.5745455543709,3.7945261484958976,33.696492147538855,2035,180,0.6865252530798384,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Cardinal Newman Catholic School,109.53612570028842,5.11306651851026,32.36680037035853,2035,360,0.3042670158341345,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Dorothy Stringer School,270,7.566865892648801,34.23417317631765,2035,270,1,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Hove Park School,180,3.820096649751346,27.6980382716245,2035,180,1,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
King's School,86.98845296493595,4.546424011009576,45.73281503649948,2035,165,0.527202745242036,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Longhill High School,106.82301243267918,5.510963610687904,27.585581190528387,2035,150,0.7121534162178612,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Patcham High School,210.46297127378463,6.718245365396981,31.896399544625673,2035,225,0.9353909834390428,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Peacehaven Community School,121.31718310081905,101.43242569537847,23.044890354846597,2035,180,0.6739843505601059,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Portslade Aldridge Community Academy,211.94722793461386,4.7200409523315585,27.007233179016662,2035,220,0.9633964906118812,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Varndean School,270,8.162636301337445,33.58430203017357,2035,270,1,31.36666725445592,"F. Redrawn catchments, Longhill stays at Ovingdean"
Blatchington Mill School,330,8.339231947513216,30.787932532124707,2026,330,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Brighton Aldridge Community Academy,179.99999999999997,6.6691216571289775,35.076147877712735,2026,180,0.9999999999999999,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Cardinal Newman Catholic School,341.7456970374351,18.21846514081469,34.33729459072994,2026,360,0.9492936028817641,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Dorothy Stringer School,270,7.779368824410038,33.90764227401855,2026,270,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Hove Park School,180,4.098219048617936,27.39560744377284,2026,180,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
King's School,165,9.174187539166534,46.22828709843329,2026,165,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Longhill High School,120,2.9211553996008797,22.10971360323895,2026,120,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Patcham High School,225,7.345558729552407,30.537554867358566,2026,225,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Peacehaven Community School,180,148.7919405626301,24.277269497772153,2026,180,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Portslade Aldridge Community Academy,220,4.586618590630378,25.104039696724406,2026,220,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Varndean School,270,8.352842835413467,33.38163460144677,2026,270,1,31.571422208701538,"G. Elm Grove, PAN 120, redrawn catchments"
Blatchington Mill School,330,8.367374844544141,30.980813438053104,2028,330,1,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Brighton Aldridge Community Academy,172.00428681708587,6.4790984663392255,35.26702815489113,2028,180,0.9555793712060326,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Cardinal Newman Catholic School,171.63126132694433,8.68618239698491,32.78589594386822,2028,360,0.4767535036859565,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Dorothy Stringer School,270,7.876632201546838,34.266180832412374,2028,270,1,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Hove Park School,180,4.09149033754215,27.495680067883516,2028,180,1,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
King's School,136.94754387537745,7.668889580175144,46.24437534898528,2028,165,0.8299851143962269,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Longhill High School,120.00000000000001,3.0007652348981226,22.38465823343159,2028,120,1.0000000000000002,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Patcham High School,225,7.6488411692144425,31.389486732451328,2028,225,1,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Peacehaven Community School,179.56415627058104,147.92730508828902,24.56378232698009,2028,180,0.9975786459476724,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Portslade Aldridge Community Academy,220,4.852336527084928,25.93317199316615,2028,220,1,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Varndean School,270,8.507731351995742,33.81441044089706,2028,270,1,31.402686158688017,"G. Elm Grove, PAN 120, redrawn catchments"
Blatchington Mill School,330,9.298132554361816,31.305084037816137,2030,330,1,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Brighton Aldridge Community Academy,145.4850376460956,5.71379389463459,34.5928396161935,2030,180,0.8082502091449756,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Cardinal Newman Catholic School,138.80191033907712,7.663065366629241,32.829605655456895,2030,360,0.385560862052992,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Dorothy Stringer School,270,8.7634240498878615,34.710822361683,2030,270,1,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Hove Park School,179.99999999999997,4.560012147932844,27.841139666624105,2030,180,0.9999999999999999,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
King's School,110.22255858797617,6.773854295145211,46.45839744448575,2030,165,0.6680155065937949,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Longhill High School,120,3.299988320902042,22.552741287200188,2030,120,1,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Patcham High School,225,8.583541016704391,32.04177108711209,2030,225,1,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Peacehaven Community School,159.36081833144303,133.989711012592,23.57890582299162,2030,180,0.8853378796191279,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Portslade Aldridge Community Academy,220,5.496394041206049,26.54702743184361,2030,220,1,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Varndean School,270,9.442508956201566,34.19044426971662,2030,270,1,31.430817822666125,"G. Elm Grove, PAN 120, redrawn catchments"
Blatchington Mill School,324.194574722393,9.374197436984172,31.37500562277018,2033,330,0.9824078021890696,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Brighton Aldridge Community Academy,129.33821062073488,5.038662828415955,34.096958323396336,2033,180,0.7185456145596383,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Cardinal Newman Catholic School,119.83976977019906,6.758950036717084,32.78366674497813,2033,360,0.33288824936166406,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Dorothy Stringer School,270,9.081581367520183,34.97456131062536,2033,270,1,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Hove Park School,179.99999999999997,4.6907334111082974,27.95283252119772,2033,180,0.9999999999999999,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
King's School,95.07391024853689,5.97919765600154,46.41119781422481,2033,165,0.5762055166577993,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Longhill High School,120,3.3993991621854156,22.648004619330457,2033,120,1,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Patcham High School,224.58803904355423,8.922197988302162,32.42244301573429,2033,225,0.9981690624157966,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Peacehaven Community School,141.87076515762928,120.07604683241942,23.197358355484734,2033,180,0.7881709175423849,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Portslade Aldridge Community Academy,220,5.748251865216291,26.90365706549875,2033,220,1,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Varndean School,270,9.768352978489595,34.41234793128084,2033,270,1,31.45640454732372,"G. Elm Grove, PAN 120, redrawn catchments"
Blatchington Mill School,297.15803526628986,8.127793875979295,31.06797971083456,2035,330,0.9004788947463329,31.38202669141649,"G. Elm Grove, PAN 120, redrawn catchments"
Brighton Aldridge Community Academy,117.76446437344289,4.370054722257295,33.796412091262724,2035,180,0.654247024296905,31.38202669141649,"G. Elm Grove, PAN 120, redrawn catchments"
Cardinal Newman Catholic School,107.92685712459652,5.861997886823507,32.63265054103813,2035,360,0.29979682534610147,31.38202669141649,"G. Elm Grove, PAN 120, redrawn catchments"
Dorothy Stringer School,270,8.948349308116812,35.252122011223946,2035,270,1,31.38202669141649,"G. Elm Grove, PAN 120, redrawn catchments"
