name,modelled,mean_travel,site,beta,scope,pan2024,pan2026,fill
Longhill High School,367.741342270849,24.7462080668268,elm,2.6,city,270,210,1.3620049713735147
Patcham High School,185.47691013295233,28.24087688666436,elm,2.6,city,225,225,0.8243418228131214
Portslade Aldridge Community Academy,254.1004088020753,24.803699416398686,elm,2.6,city,220,220,1.1550018581912513
Varndean School,221.6698093893556,29.03806103322245,elm,2.6,city,300,270,0.7388993646311853
Blatchington Mill School,208.94059283554944,29.73768731663166,now,2.7,city,330,330,0.6331533116228771
Brighton Aldridge Community Academy,182.3789184930217,33.6429978145381,now,2.7,city,180,180,1.0132162138501206
Cardinal Newman Catholic School,312.8080666000368,25.288039209525998,now,2.7,city,360,360,0.8689112961112133
Dorothy Stringer School,216.64284470710587,28.44268882861148,now,2.7,city,330,330,0.6564934688094117
Hove Park School,255.05877438189893,27.186335760297855,now,2.7,city,180,180,1.4169931910105495
King's School,147.29960360054412,32.54734211484253,now,2.7,city,165,165,0.892724870306328
Longhill High School,234.9097314300495,29.971291330910635,now,2.7,city,270,210,0.8700360423335167
Patcham High School,197.45111351037852,28.192043070415057,now,2.7,city,225,225,0.8775605044905712
Portslade Aldridge Community Academy,262.5267019266529,24.845448073127834,now,2.7,city,220,220,1.193303190575695
Varndean School,248.63551551814965,28.631415036881396,now,2.7,city,300,270,0.8287850517271654
Blatchington Mill School,202.0139774824887,29.340232920254827,elm,2.7,city,330,330,0.6121635681287537
Brighton Aldridge Community Academy,148.46049054237434,34.96666268163321,elm,2.7,city,180,180,0.8247805030131908
Cardinal Newman Catholic School,295.8068691350183,25.001707538247025,elm,2.7,city,360,360,0.8216857475972731
Dorothy Stringer School,197.85330307300464,28.044557672112475,elm,2.7,city,330,330,0.5995554638575898
Hove Park School,245.02877958891528,26.772730699717517,elm,2.7,city,180,180,1.361270997716196
King's School,142.9472514814697,32.04016257883351,elm,2.7,city,165,165,0.8663469786755739
Longhill High School,374.4412471432692,24.52622508567659,elm,2.7,city,270,210,1.3868194338639601
Patcham High School,183.9515445531328,27.634799853048243,elm,2.7,city,225,225,0.8175624202361458
Portslade Aldridge Community Academy,255.35675392334443,24.392569406207805,elm,2.7,city,220,220,1.1607125178333837
Varndean School,220.79164608036993,28.63000763102422,elm,2.7,city,300,270,0.7359721536012331
Blatchington Mill School,206.86171796922164,29.370128710138893,now,2.8000000000000003,city,330,330,0.6268536908158232
Brighton Aldridge Community Academy,182.74245397601268,33.16458922120461,now,2.8000000000000003,city,180,180,1.0152358554222927
Cardinal Newman Catholic School,314.97160592122265,24.931348254191924,now,2.8000000000000003,city,360,360,0.8749211275589518
Dorothy Stringer School,214.82700805276687,28.04781305771417,now,2.8000000000000003,city,330,330,0.6509909334932329
Hove Park School,254.89834354667693,26.823884484560974,now,2.8000000000000003,city,180,180,1.4161019085926496
King's School,145.1278485521895,31.926432531238337,now,2.8000000000000003,city,165,165,0.8795627184981182
Longhill High School,238.88603039108486,29.60623303497793,now,2.8000000000000003,city,270,210,0.8847630755225365
Patcham High School,196.0351634252884,27.66171181992139,now,2.8000000000000003,city,225,225,0.8712673930012818
Portslade Aldridge Community Academy,263.64032746498174,24.460493166342896,now,2.8000000000000003,city,220,220,1.198365124840826
Varndean School,248.66136370394207,28.29338525832981,now,2.8000000000000003,city,300,270,0.8288712123464735
Blatchington Mill School,200.103656761667,28.976808242575665,elm,2.8000000000000003,city,330,330,0.6063747174595969
Brighton Aldridge Community Academy,147.19856277575562,34.4372956262818,elm,2.8000000000000003,city,180,180,0.8177697931986423
Cardinal Newman Catholic School,297.7715099556373,24.62930982489997,elm,2.8000000000000003,city,360,360,0.8271430832101037
Dorothy Stringer School,195.76304660467468,27.590509760831363,elm,2.8000000000000003,city,330,330,0.593221353347499
Hove Park School,244.91414186850164,26.405531744649444,elm,2.8000000000000003,city,180,180,1.3606341214916757
King's School,140.94974803911356,31.42694675260846,elm,2.8000000000000003,city,165,165,0.8542408972067488
Longhill High School,380.9996615270757,24.331622125858264,elm,2.8000000000000003,city,270,210,1.411109857507688
Patcham High School,182.45747736637978,27.0548180010008,elm,2.8000000000000003,city,225,225,0.8109221216283545
Portslade Aldridge Community Academy,256.5784843287779,24.01583815730052,elm,2.8000000000000003,city,220,220,1.1662658378580815
Varndean School,219.91557377580412,28.237316947039524,elm,2.8000000000000003,city,300,270,0.7330519125860138
Blatchington Mill School,204.80987127135583,29.01519674612559,now,2.9000000000000004,city,330,330,0.6206359735495631
Brighton Aldridge Community Academy,183.1739884678834,32.71366617116486,now,2.9000000000000004,city,180,180,1.0176332692660188
Cardinal Newman Catholic School,317.022742872374,24.594844760028028,now,2.9000000000000004,city,360,360,0.8806187302010389
Dorothy Stringer School,212.99593684016185,27.66902163548754,now,2.9000000000000004,city,330,330,0.6454422328489753
Hove Park School,254.72745040478011,26.479029502411922,now,2.9000000000000004,city,180,180,1.4151525022487783
King's School,143.04967703950553,31.328855685726666,now,2.9000000000000004,city,165,165,0.8669677396333668
Longhill High School,242.85652897828666,29.2833500395983,now,2.9000000000000004,city,270,210,0.8994686258455061
Patcham High School,194.63602590689132,27.15458970115911,now,2.9000000000000004,city,225,225,0.8650490040306281
Portslade Aldridge Community Academy,264.71302023765674,24.105695704105283,now,2.9000000000000004,city,220,220,1.2032410010802579
Varndean School,248.6666209844919,27.97154279605849,now,2.9000000000000004,city,300,270,0.8288887366149731
Blatchington Mill School,198.22851630701263,28.627684201275873,elm,2.9000000000000004,city,330,330,0.600692473657614
Brighton Aldridge Community Academy,146.01628873035446,33.92726001278337,elm,2.9000000000000004,city,180,180,0.8112016040575247
Cardinal Newman Catholic School,299.65099288004245,24.278493449943543,elm,2.9000000000000004,city,360,360,0.8323638691112291
Dorothy Stringer School,193.68653325789174,27.152590974425337,elm,2.9000000000000004,city,330,330,0.586928888660278
Hove Park School,244.80423204322534,26.057276793623203,elm,2.9000000000000004,city,180,180,1.360023511351252
King's School,139.04623421570125,30.83942243439474,elm,2.9000000000000004,city,165,165,0.8427044497921288
Longhill High School,387.40740233207356,24.15974192712054,elm,2.9000000000000004,city,270,210,1.4348422308595317
Patcham High School,180.99863140660202,26.499663846821885,elm,2.9000000000000004,city,225,225,0.80443836180712
Portslade Aldridge Community Academy,257.7689416070488,23.670500996844225,elm,2.9000000000000004,city,220,220,1.1716770073047673
Varndean School,219.04409022343503,27.8592732009573,elm,2.9000000000000004,city,300,270,0.7301469674114501
Blatchington Mill School,202.78919546985705,28.672309090598166,now,3,city,330,330,0.6145127135450213
Brighton Aldridge Community Academy,183.66338744090567,32.28918200036691,now,3,city,180,180,1.0203521524494759
Cardinal Newman Catholic School,318.96299072776185,24.27744293086575,now,3,city,360,360,0.8860083075771162
Dorothy Stringer School,211.1570703951075,27.305314400986855,now,3,city,330,330,0.6398699102882045
Hove Park School,254.54932421444434,26.150917039906837,now,3,city,180,180,1.4141629123024686
King's School,141.06396304646293,30.754072274194563,now,3,city,165,165,0.8549331093725027
Longhill High School,246.80404631970907,28.998307577575048,now,3,city,270,210,0.9140890604433669
Patcham High School,193.258601446374,26.669486370908885,now,3,city,225,225,0.85892711753944
Portslade Aldridge Community Academy,265.74904765750364,23.778571026785613,now,3,city,220,220,1.2079502166250164
Varndean School,248.65423628526133,27.665025456516865,now,3,city,300,270,0.8288474542842045
Blatchington Mill School,196.39079886747936,28.292073727550306,elm,3,city,330,330,0.5951236329317556
Brighton Aldridge Community Academy,144.90600802100616,33.43618913320355,elm,3,city,180,180,0.8050333778944787
Cardinal Newman Catholic School,301.4447420047367,23.94812368342253,elm,3,city,360,360,0.8373465055687132
Dorothy Stringer School,191.62963696116066,26.72992908686229,elm,3,city,330,330,0.5806958695792748
Hove Park School,244.7005601830141,25.726963987055388,elm,3,city,180,180,1.3594475565723005
King's School,137.23428865930305,30.276725832169163,elm,3,city,165,165,0.8317229615715336
Longhill High School,393.65701589012673,24.008186775683697,elm,3,city,270,210,1.45798894774121
Patcham High School,179.5783160743043,25.968184108493226,elm,3,city,225,225,0.7981258492191302
Portslade Aldridge Community Academy,258.9308536012406,23.353819281827715,elm,3,city,220,220,1.1769584254601846
Varndean School,218.17964274101573,27.495217028031938,elm,3,city,300,270,0.7272654758033857
