id,time_varndean,time_ds,time_longhill,time_blatchington,time_hove_park,time_patcham,time_cardinal_n,time_baca,time_paca,time_kings,time_peacehaven,time_seahaven,time_priory_lewes,time_seaford_head,time_elm_grove,first_closest_travel,second_closest_travel,third_closest_travel,first_closest_time,second_closest_time,third_closest_time,max_travel,min_travel,avg_travel,long,lat,lsoa21,oslaua,osward
BN1 1AA,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140818,50.826334,E01016969,E06000043,E05015415
BN1 1AB,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.14179,50.822959,E01016952,E06000043,E05015411
BN1 1AD,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.142167,50.821691,E01016952,E06000043,E05015411
BN1 1AE,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.141753,50.821384,E01016952,E06000043,E05015411
BN1 1AF,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141565,50.822545,E01016952,E06000043,E05015411
BN1 1AG,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142871,50.822922,E01016952,E06000043,E05015411
BN1 1AH,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142864,50.822736,E01016952,E06000043,E05015411
BN1 1AJ,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.14256,50.821451,E01016952,E06000043,E05015411
BN1 1AL,32,38,47,44,42,40,29,42,48,53,56,67,71,93,35,cardinal_n,varndean,ds,29,32,38,93,29,50.1,-0.142961,50.821362,E01016952,E06000043,E05015411
BN1 1AN,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.1435,50.822086,E01016952,E06000043,E05015411
BN1 1AP,44,38,47,44,42,40,29,42,48,53,56,67,71,93,35,cardinal_n,ds,patcham,29,38,40,93,29,51,-0.143707,50.820804,E01016952,E06000043,E05015411
BN1 1AR,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.143262,50.823072,E01016952,E06000043,E05015411
BN1 1AX,32,38,47,44,38,40,21,36,48,53,56,67,60,93,29,cardinal_n,varndean,baca,21,32,36,93,21,48.1,-0.140677,50.828103,E01033328,E06000043,E05015415
BN1 1BG,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.1421,50.82231,E01016952,E06000043,E05015411
BN1 1BN,32,38,36,44,35,40,21,36,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45.1,-0.139594,50.822834,E01016969,E06000043,E05015415
BN1 1BP,32,38,36,44,42,36,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.4,-0.138224,50.821232,E01016952,E06000043,E05015411
BN1 1BS,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142641,50.82299,E01016952,E06000043,E05015411
BN1 1DP,32,38,36,44,35,36,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,44.7,-0.138327,50.82186,E01016969,E06000043,E05015415
BN1 1EA,32,38,36,44,35,40,15,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,15,32,35,84,15,44.1,-0.13946,50.822634,E01016969,E06000043,E05015415
BN1 1EB,32,38,36,44,35,40,21,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,44.5,-0.140064,50.822449,E01016952,E06000043,E05015411
BN1 1ED,32,38,36,44,35,40,21,36,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45.1,-0.139272,50.822721,E01016969,E06000043,E05015415
BN1 1EE,32,38,36,44,35,40,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45,-0.138236,50.821994,E01016969,E06000043,E05015415
BN1 1EF,32,29,36,44,42,29,21,35,48,53,49,57,60,84,22,cardinal_n,ds,patcham,21,29,29,84,21,44.2,-0.137796,50.821654,E01016969,E06000043,E05015415
BN1 1EG,32,38,36,44,35,36,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,44.7,-0.138162,50.821363,E01016952,E06000043,E05015411
BN1 1EH,32,29,36,44,35,29,21,35,48,51,49,57,60,84,22,cardinal_n,ds,patcham,21,29,29,84,21,43.6,-0.137542,50.821617,E01016969,E06000043,E05015415
BN1 1EJ,32,38,36,44,35,40,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45,-0.136211,50.821515,E01016941,E06000043,E05015405
BN1 1EL,32,38,36,44,42,40,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.6,-0.136337,50.820501,E01016941,E06000043,E05015405
BN1 1EN,32,38,36,44,35,40,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45,-0.13643,50.820993,E01016941,E06000043,E05015405
BN1 1EP,32,38,36,44,35,40,15,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,15,32,35,84,15,44.1,-0.140835,50.822695,E01016952,E06000043,E05015411
BN1 1EY,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.139719,50.823636,E01016969,E06000043,E05015415
BN1 1EZ,32,38,36,44,35,40,15,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,15,32,35,84,15,44.1,-0.140034,50.822853,E01016969,E06000043,E05015415
BN1 1FL,32,38,27,44,42,40,21,35,48,53,49,57,60,84,22,cardinal_n,longhill,varndean,21,27,32,84,21,45,-0.13639,50.820219,E01016941,E06000043,E05015405
BN1 1FN,32,38,36,44,42,40,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.6,-0.13769700000000001,50.822357,E01016969,E06000043,E05015415
BN1 1FS,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.139994,50.820268,E01016952,E06000043,E05015411
BN1 1FT,32,38,36,44,42,36,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.4,-0.138328,50.821114,E01016952,E06000043,E05015411
BN1 1FW,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.138804,50.819164,E01016952,E06000043,E05015411
BN1 1FZ,32,38,36,44,42,40,29,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,29,32,35,84,29,46.2,-0.136165,50.82196,E01016941,E06000043,E05015405
BN1 1GA,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141554,50.823899,E01016969,E06000043,E05015415
BN1 1GE,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.138813,50.824983,E01016969,E06000043,E05015415
BN1 1GL,32,38,36,44,35,36,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,44.7,-0.138811,50.822183,E01016969,E06000043,E05015415
BN1 1GS,32,38,36,44,35,40,21,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,44.5,-0.14009,50.82217,E01016952,E06000043,E05015411
BN1 1GT,32,38,36,44,35,40,15,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,15,32,35,84,15,44.1,-0.140855,50.822551,E01016952,E06000043,E05015411
BN1 1GX,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.1385,50.8243,E01016969,E06000043,E05015415
BN1 1HA,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141281,50.822186,E01016952,E06000043,E05015411
BN1 1HB,32,38,36,44,35,40,15,36,40,51,49,57,60,84,22,cardinal_n,varndean,hove_park,15,32,35,84,15,44.1,-0.140729,50.822154,E01016952,E06000043,E05015411
BN1 1HD,32,38,36,44,35,40,21,36,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45.1,-0.140333,50.82212,E01016952,E06000043,E05015411
BN1 1HE,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141243,50.821367,E01016952,E06000043,E05015411
BN1 1HF,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.140849,50.821274,E01016952,E06000043,E05015411
BN1 1HG,32,38,47,44,42,40,21,36,48,53,49,57,60,84,32,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.139682,50.820995,E01016952,E06000043,E05015411
BN1 1HH,32,38,47,44,35,40,21,35,48,51,49,57,60,84,32,cardinal_n,varndean,hove_park,21,32,35,84,21,45.8,-0.139763,50.82146,E01016952,E06000043,E05015411
BN1 1HJ,32,38,36,44,35,40,21,35,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45,-0.139839,50.821686,E01016952,E06000043,E05015411
BN1 1HL,32,38,36,44,42,40,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.6,-0.139266,50.821465,E01016952,E06000043,E05015411
BN1 1HN,32,38,36,44,42,40,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.6,-0.138895,50.821132,E01016952,E06000043,E05015411
BN1 1HP,32,38,47,44,42,40,21,36,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.139383,50.820285,E01016952,E06000043,E05015411
BN1 1HQ,32,38,47,44,42,40,21,36,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.139095,50.820397,E01016952,E06000043,E05015411
BN1 1HR,32,38,47,44,42,40,21,36,48,53,49,57,60,84,32,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.139708,50.821037,E01016952,E06000043,E05015411
BN1 1HS,32,38,47,44,42,40,21,35,48,53,49,57,60,84,29,cardinal_n,varndean,baca,21,32,35,84,21,46.4,-0.138898,50.820703,E01016952,E06000043,E05015411
BN1 1HT,32,38,47,44,42,40,21,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.139569,50.820264,E01016952,E06000043,E05015411
BN1 1HU,32,38,47,44,42,40,21,35,48,53,49,57,60,84,29,cardinal_n,varndean,baca,21,32,35,84,21,46.4,-0.138824,50.820789,E01016952,E06000043,E05015411
BN1 1HW,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.140615,50.821456,E01016952,E06000043,E05015411
BN1 1HY,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141102,50.821689,E01016952,E06000043,E05015411
BN1 1JA,32,38,47,44,42,40,21,36,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.140029,50.820835,E01016952,E06000043,E05015411
BN1 1JE,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.140979,50.820859,E01016952,E06000043,E05015411
BN1 1JG,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.142679,50.8213,E01016952,E06000043,E05015411
BN1 1JS,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.139994,50.820268,E01016952,E06000043,E05015411
BN1 1JX,32,38,47,44,42,40,21,36,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.140001,50.82082,E01016952,E06000043,E05015411
BN1 1LW,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140818,50.826334,E01016969,E06000043,E05015415
BN1 1NA,32,38,47,44,42,40,29,42,48,53,56,67,71,93,35,cardinal_n,varndean,ds,29,32,38,93,29,50.1,-0.143264,50.820527,E01016952,E06000043,E05015411
BN1 1NB,32,38,47,44,42,40,29,42,48,53,56,67,71,93,35,cardinal_n,varndean,ds,29,32,38,93,29,50.1,-0.142235,50.819992,E01016952,E06000043,E05015411
BN1 1ND,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141395,50.8211,E01016952,E06000043,E05015411
BN1 1NE,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.139605,50.820055,E01016952,E06000043,E05015411
BN1 1NF,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.138883,50.819666,E01016952,E06000043,E05015411
BN1 1NH,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.138121,50.820259,E01016952,E06000043,E05015411
BN1 1NJ,32,38,47,44,42,40,21,35,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,35,84,21,46.4,-0.138693,50.820157,E01016952,E06000043,E05015411
BN1 1NL,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141645,50.821248,E01016952,E06000043,E05015411
BN1 1NN,32,38,47,44,42,40,21,35,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,35,84,21,46.4,-0.138661,50.820259,E01016952,E06000043,E05015411
BN1 1NR,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.141483,50.820678,E01016952,E06000043,E05015411
BN1 1NS,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.139521,50.819667,E01016952,E06000043,E05015411
BN1 1NT,32,38,47,44,42,40,21,36,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,36,84,21,46.5,-0.137344,50.819794,E01016952,E06000043,E05015411
BN1 1NW,32,38,47,44,42,40,21,35,48,53,49,57,60,84,33,cardinal_n,varndean,baca,21,32,35,84,21,46.4,-0.138669,50.820391,E01016952,E06000043,E05015411
BN1 1NX,32,38,36,44,42,36,21,35,48,53,49,57,60,84,22,cardinal_n,varndean,baca,21,32,35,84,21,45.4,-0.138328,50.821114,E01016952,E06000043,E05015411
BN1 1PN,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.138445,50.819596,E01016952,E06000043,E05015411
BN1 1PP,32,38,47,44,42,40,29,36,48,53,49,57,60,84,35,cardinal_n,varndean,baca,29,32,36,84,29,47.1,-0.138558,50.819615,E01016952,E06000043,E05015411
BN1 1PS,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140818,50.826334,E01016969,E06000043,E05015415
BN1 1RB,32,38,47,44,42,40,21,42,48,53,56,67,71,93,35,cardinal_n,varndean,ds,21,32,38,93,21,49.6,-0.141201,50.82458,E01016969,E06000043,E05015415
BN1 1RD,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.140017,50.823644,E01016969,E06000043,E05015415
BN1 1RE,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141137,50.823317,E01016969,E06000043,E05015415
BN1 1RF,32,38,47,44,42,40,21,42,48,53,56,67,71,93,35,cardinal_n,varndean,ds,21,32,38,93,21,49.6,-0.140919,50.824528,E01016969,E06000043,E05015415
BN1 1RG,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.142319,50.823582,E01016969,E06000043,E05015415
BN1 1RH,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142534,50.82319,E01016952,E06000043,E05015411
BN1 1RJ,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142466,50.824543,E01016969,E06000043,E05015415
BN1 1RL,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142291,50.825017,E01016969,E06000043,E05015415
BN1 1RN,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.141627,50.8242,E01016969,E06000043,E05015415
BN1 1RP,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.140513,50.823658,E01016969,E06000043,E05015415
BN1 1RQ,32,38,47,44,35,40,21,42,48,51,56,67,71,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,48.9,-0.142106,50.823944,E01016969,E06000043,E05015415
BN1 1RR,32,38,47,44,35,40,15,36,40,51,49,57,60,84,35,cardinal_n,varndean,hove_park,15,32,35,84,15,44.9,-0.143405,50.823407,E01016952,E06000043,E05015411
BN1 1RS,32,38,47,44,35,40,15,36,48,51,49,57,60,84,35,cardinal_n,varndean,hove_park,15,32,35,84,15,45.4,-0.142817,50.824279,E01016969,E06000043,E05015415
BN1 1RT,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.140335,50.823853,E01016969,E06000043,E05015415
BN1 1RU,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.141715,50.823785,E01016969,E06000043,E05015415
BN1 1SD,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.139926,50.823432,E01016969,E06000043,E05015415
BN1 1SN,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140818,50.826334,E01016969,E06000043,E05015415
BN1 1TT,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140126,50.825531,E01016969,E06000043,E05015415
BN1 1TY,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140203,50.824678,E01016969,E06000043,E05015415
BN1 1TZ,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140663,50.825594,E01016969,E06000043,E05015415
BN1 1UA,32,38,47,44,42,36,29,35,48,53,56,67,60,93,29,cardinal_n,varndean,baca,29,32,35,93,29,48.6,-0.136674,50.825584,E01033328,E06000043,E05015415
BN1 1UB,32,38,47,44,42,40,29,36,48,53,56,67,60,93,29,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.137053,50.824622,E01016969,E06000043,E05015415
BN1 1UD,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.13838,50.824082,E01016969,E06000043,E05015415
BN1 1UE,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.138141,50.823686,E01016969,E06000043,E05015415
BN1 1UF,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.139568,50.823502,E01016969,E06000043,E05015415
BN1 1UG,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.139063,50.823701,E01016969,E06000043,E05015415
BN1 1UJ,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140026,50.82449,E01016969,E06000043,E05015415
BN1 1UL,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.139264,50.824717,E01016969,E06000043,E05015415
BN1 1UN,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.139355,50.824925,E01016969,E06000043,E05015415
BN1 1UP,32,38,47,44,42,40,21,36,48,53,59,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.6,-0.139679,50.825002,E01016969,E06000043,E05015415
BN1 1UQ,32,38,47,44,42,40,21,36,48,53,59,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.6,-0.139803,50.825076,E01016969,E06000043,E05015415
BN1 1UR,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.139987,50.825106,E01016969,E06000043,E05015415
BN1 1US,32,38,47,44,35,40,21,36,48,51,56,67,60,93,35,cardinal_n,varndean,hove_park,21,32,35,93,21,47.7,-0.140259,50.824328,E01016969,E06000043,E05015415
BN1 1UT,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140491,50.824218,E01016969,E06000043,E05015415
BN1 1UU,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.138756,50.825338,E01016969,E06000043,E05015415
BN1 1UW,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140413,50.824376,E01016969,E06000043,E05015415
BN1 1UX,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.139062,50.825154,E01016969,E06000043,E05015415
BN1 1UZ,32,38,36,44,35,40,21,36,48,51,49,57,60,84,22,cardinal_n,varndean,hove_park,21,32,35,84,21,45.1,-0.139929,50.822992,E01016969,E06000043,E05015415
BN1 1WN,32,38,47,44,42,40,29,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.137187,50.824459,E01016969,E06000043,E05015415
BN1 1WR,32,38,47,44,42,36,21,35,48,53,56,67,60,93,29,cardinal_n,varndean,baca,21,32,35,93,21,48,-0.137453,50.825264,E01016969,E06000043,E05015415
BN1 1WZ,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.139447,50.824036,E01016969,E06000043,E05015415
BN1 1XF,32,38,47,44,42,40,29,36,48,53,59,67,60,93,29,cardinal_n,varndean,baca,29,32,36,93,29,49.1,-0.137723,50.825259,E01016969,E06000043,E05015415
BN1 1YA,32,38,47,44,42,36,21,35,48,53,59,67,60,93,29,cardinal_n,varndean,baca,21,32,35,93,21,48.2,-0.137903,50.825373,E01016969,E06000043,E05015415
BN1 1YB,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140063,50.825683,E01016969,E06000043,E05015415
BN1 1YD,32,38,47,44,38,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.1,-0.14055,50.825952,E01016969,E06000043,E05015415
BN1 1YE,32,38,47,44,42,36,21,35,48,53,59,67,60,93,29,cardinal_n,varndean,baca,21,32,35,93,21,48.2,-0.13781,50.825584,E01033328,E06000043,E05015415
BN1 1YF,32,38,47,44,42,40,29,36,48,53,56,67,60,93,29,cardinal_n,varndean,baca,29,32,36,93,29,48.9,-0.137576,50.825023,E01016969,E06000043,E05015415
BN1 1YG,32,38,47,44,38,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.1,-0.140924,50.825832,E01016969,E06000043,E05015415
BN1 1YR,32,38,47,44,38,40,21,42,48,53,56,67,71,93,35,cardinal_n,varndean,ds,21,32,38,93,21,49.3,-0.141607,50.825783,E01016969,E06000043,E05015415
BN1 1YW,32,38,47,44,42,36,29,35,48,53,56,67,60,93,29,cardinal_n,varndean,baca,29,32,35,93,29,48.6,-0.136889,50.825524,E01033328,E06000043,E05015415
BN1 1ZA,32,38,36,44,35,40,15,36,40,51,56,67,60,93,22,cardinal_n,varndean,hove_park,15,32,35,93,15,45.9,-0.144126,50.823499,E01016952,E06000043,E05015411
BN1 2AA,45,40,47,29,26,40,27,42,40,45,59,67,71,93,35,hove_park,cardinal_n,blatchington,26,27,29,93,26,47.9,-0.153839,50.824886,E01016953,E06000043,E05015411
BN1 2AB,45,40,47,29,26,40,27,42,40,46,59,67,71,93,35,hove_park,cardinal_n,blatchington,26,27,29,93,26,48,-0.155185,50.825339,E01016850,E06000043,E05015398
BN1 2AD,45,40,47,29,26,40,27,42,40,45,59,67,71,93,35,hove_park,cardinal_n,blatchington,26,27,29,93,26,47.9,-0.153375,50.825148,E01016953,E06000043,E05015411
BN1 2AJ,45,40,47,44,35,40,29,42,40,51,59,67,71,93,35,cardinal_n,hove_park,ds,29,35,40,93,29,50.2,-0.150219,50.824882,E01016955,E06000043,E05015411
BN1 2AS,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140818,50.826334,E01016969,E06000043,E05015415
BN1 2AU,45,48,47,44,35,51,34,49,48,51,66,73,71,93,35,cardinal_n,hove_park,blatchington,34,35,44,93,34,53.9,-0.149271,50.823378,E01016952,E06000043,E05015411
BN1 2BA,32,38,47,44,35,40,15,36,33,51,56,67,60,93,35,cardinal_n,varndean,paca,15,32,33,93,15,46.2,-0.146161,50.824089,E01016952,E06000043,E05015411
BN1 2BB,32,38,47,44,35,40,29,42,40,51,59,67,71,93,35,cardinal_n,varndean,hove_park,29,32,35,93,29,49.1,-0.148789,50.824431,E01016953,E06000043,E05015411
BN1 2BE,32,38,47,44,35,40,15,36,48,51,49,57,60,84,35,cardinal_n,varndean,hove_park,15,32,35,84,15,45.4,-0.142991,50.823814,E01016969,E06000043,E05015415
BN1 2BJ,32,38,36,44,35,40,15,36,33,51,56,67,60,93,22,cardinal_n,varndean,paca,15,32,33,93,15,45.4,-0.145607,50.824108,E01016952,E06000043,E05015411
BN1 2BN,45,52,47,44,35,51,34,49,40,51,66,73,71,93,35,cardinal_n,hove_park,paca,34,35,40,93,34,53.6,-0.156415,50.824027,E01016850,E06000043,E05015398
BN1 2BY,32,38,47,44,42,40,21,36,48,53,56,67,60,93,35,cardinal_n,varndean,baca,21,32,36,93,21,48.4,-0.140818,50.826334,E01016969,E06000043,E05015415
BN1 2DA,32,40,47,44,35,40,29,42,40,51,59,67,71,93,35,cardinal_n,varndean,hove_park,29,32,35,93,29,49.3,-0.150297,50.824713,E01016955,E06000043,E05015411
